cycle,r_squared,p_center,p_height,p_width,p_fwhm,p_rise_time,p_decay_time,p_rise_decay_symmetry,p_sharpness,p_on,p_off,q_center,q_height,q_width,q_fwhm,q_rise_time,q_decay_time,q_rise_decay_symmetry,q_sharpness,q_on,q_off,r_center,r_height,r_width,r_fwhm,r_rise_time,r_decay_time,r_rise_decay_symmetry,r_sharpness,r_on,r_off,s_center,s_height,s_width,s_fwhm,s_rise_time,s_decay_time,s_rise_decay_symmetry,s_sharpness,s_on,s_off,t_center,t_height,t_width,t_fwhm,t_rise_time,t_decay_time,t_rise_decay_symmetry,t_sharpness,t_on,t_off,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval
181,0.6632791399349034,177328.98081383968,1204.1819691606072,9.172675443110608,26.0,13.0,13.0,0.5,0.05037701473450431,177316.0,177342.0,177786.98081383968,-13362.350738283869,11.211047763801119,427.0,414.0,13.0,0.9695550351288056,-0.03028275534454833,177374.0,177800.0,177822.20252590106,38391.523203544966,9.295822540307443,22.0,11.0,11.0,0.5,0.055129003258877735,177811.0,177833.0,177853.9342539803,-21357.22672965094,10.276793783481766,79.0,12.0,67.0,0.1518987341772152,-0.04277634180616927,177842.0,177919.0,178049.7901372702,926.5144391506367,7.643896202592257,20.0,10.0,10.0,0.5,0.08176740403416682,178040.0,178060.0,58.0,32.0,545.0,141.0,686.0,26.0,356.0,725.0
182,0.9909736130657655,178935.5287792405,3401.4757646591233,16.816571645702776,51.0,20.0,31.0,0.39215686274509803,0.013717856721593985,178916.0,178967.0,179040.94266560767,-4694.472942204556,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.15158452779406142,179030.0,179047.0,179073.09851075828,50105.82931410276,10.09949294917457,26.0,13.0,13.0,0.5,0.04402664003443777,179060.0,179086.0,179104.02692142143,-9587.114751334568,7.4740318425345675,22.0,8.0,14.0,0.36363636363636365,-0.1011623645904305,179096.0,179118.0,179306.02737369903,9698.883815641411,32.69888931108873,81.0,43.0,38.0,0.5308641975308642,0.006024893787180696,179263.0,179344.0,114.0,63.0,88.0,226.0,314.0,51.0,1604.0,1251.0
183,0.9924869035835705,179931.4712207595,3605.2626658496492,16.816571645702776,49.0,29.0,20.0,0.5918367346938775,0.016253751051208135,179902.0,179951.0,180023.46580166148,-2855.476705692083,5.605523881900925,16.0,10.0,6.0,0.625,-0.20240907869928457,180013.0,180029.0,180056.1377711581,50804.74268358542,10.265087633419759,26.0,13.0,13.0,0.5,0.04311009189467975,180043.0,180069.0,180085.99549459844,-8697.726338053848,6.539777862217727,19.0,7.0,12.0,0.3684210526315789,-0.1261579085466118,180079.0,180098.0,180284.77257715893,11890.399524333454,35.50165125203868,87.0,46.0,41.0,0.5287356321839081,0.004931195742975949,180239.0,180326.0,111.0,62.0,85.0,228.0,313.0,49.0,999.0,984.0
184,0.9877915914307493,180928.30135639946,3204.4114281957277,17.352413528653994,49.0,26.0,23.0,0.5306122448979592,0.011889689579040201,180902.0,180950.0,181024.9332149082,-4781.128099178932,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.15345385662517902,181014.0,181031.0,181056.6248702617,48811.99107915221,9.959638529521309,25.0,13.0,12.0,0.52,0.044428979149811955,181044.0,181069.0,181087.59452526018,-10068.505327386301,6.539777862217747,22.0,8.0,14.0,0.36363636363636365,-0.09218775210314374,181080.0,181102.0,181286.942441519,11139.149732945187,33.63314329140555,83.0,44.0,39.0,0.5301204819277109,0.005598938028823832,181243.0,181326.0,112.0,64.0,88.0,224.0,312.0,48.0,997.0,1000.0
185,0.9903417999609644,181893.64108511957,3529.614943017777,14.948063685069135,49.0,32.0,17.0,0.6530612244897959,0.02117543411393854,181862.0,181911.0,181983.40987632985,-3995.0875210362774,5.605523881900925,16.0,10.0,6.0,0.625,-0.17786137202121216,181973.0,181989.0,182014.82207384394,48486.50268139253,10.249427104974544,26.0,13.0,13.0,0.5,0.04345033457722768,182002.0,182028.0,182045.7249231315,-9278.418698885578,7.474031842534563,21.0,8.0,13.0,0.38095238095238093,-0.10120734967339727,182038.0,182059.0,182242.77257715893,11170.6983385323,35.50165125174048,85.0,44.0,41.0,0.5176470588235295,0.005315138164879976,182199.0,182284.0,111.0,62.0,86.0,225.0,311.0,49.0,965.0,958.0
186,0.987969501837756,182843.7260172996,2922.007457924999,14.013809704752314,47.0,31.0,16.0,0.6595744680851063,0.02423701385517906,182813.0,182860.0,182931.59452524272,-4396.952727198646,6.539777862217704,17.0,11.0,6.0,0.6470588235294118,-0.1617654323290171,182921.0,182938.0,182964.17869266935,51412.98952242322,10.212596845244558,26.0,13.0,13.0,0.5,0.04310854678081717,182951.0,182977.0,182994.88509724633,-8679.757612875444,6.539777862217747,20.0,7.0,13.0,0.35,-0.11446456761459334,182988.0,183008.0,183199.19723805907,11464.732549785027,30.83038135045509,84.0,48.0,36.0,0.5714285714285714,0.0056780819588133245,183151.0,183235.0,108.0,61.0,87.0,227.0,314.0,47.0,950.0,949.0
187,0.7742706444509093,183200.55615293953,3913.5928553484414,13.641266542330516,43.0,25.0,18.0,0.5813953488372093,0.018574548710781697,183176.0,183219.0,183691.0657460197,-10688.234986934052,10.27679378348503,455.0,443.0,12.0,0.9736263736263736,-0.041527047701596376,183248.0,183703.0,183725.4373733357,41755.393061626244,9.464654758430514,23.0,11.0,12.0,0.4782608695652174,0.05157879863903722,183714.0,183737.0,183756.84932180025,-18205.28277541823,9.34253980316821,69.0,11.0,58.0,0.15942028985507245,-0.05151107265796797,183746.0,183813.0,183954.8958816681,1711.5768022443451,9.937065063369824,27.0,13.0,14.0,0.48148148148148145,0.04510507042760345,183942.0,183969.0,72.0,29.0,565.0,156.0,721.0,43.0,357.0,762.0
188,0.9887655885668603,186234.55615293953,4425.052129138293,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.013290846465675356,186202.0,186253.0,186329.50959308006,-2594.654336190208,5.605523881900907,15.0,10.0,5.0,0.6666666666666666,-0.23870134162027892,186320.0,186335.0,186362.4310191591,49808.350865857254,10.26862899901189,27.0,13.0,14.0,0.48148148148148145,0.042880073292508716,186349.0,186376.0,186393.0011090583,-9908.562727883454,6.539777862217746,20.0,7.0,13.0,0.35,-0.10801294394775834,186386.0,186406.0,186592.02737369903,11669.752700266868,32.69888931108873,85.0,47.0,38.0,0.5529411764705883,0.006130575536011233,186545.0,186630.0,118.0,67.0,86.0,224.0,310.0,51.0,3034.0,2637.0
189,0.9918256370232947,187394.6137114205,4152.924790194736,17.750825626019594,51.0,21.0,30.0,0.4117647058823529,0.011085227590177353,187374.0,187425.0,187504.59452526018,-3897.3801246259927,6.539777862217747,16.0,10.0,6.0,0.625,-0.18368928995801667,187495.0,187511.0,187537.12751880128,52222.50571281944,10.226144924617328,26.0,13.0,13.0,0.5,0.04319979634001278,187524.0,187550.0,187567.431725744,-8594.259872485854,6.539777862217747,19.0,6.0,13.0,0.3157894736842105,-0.12868569758649204,187561.0,187580.0,187771.19723805907,10440.867804758389,30.83038135045509,82.0,46.0,36.0,0.5609756097560976,0.006322352418632328,187726.0,187807.0,121.0,70.0,85.0,227.0,312.0,51.0,1157.0,1174.0
190,0.987859903455464,188360.5287792405,3871.9773728653067,16.816571645702776,49.0,20.0,29.0,0.40816326530612246,0.012706336345609704,188341.0,188390.0,188470.28106776348,-4812.961774624512,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.1432661159442794,188459.0,188477.0,188502.18733474342,48855.635253311484,10.121439523783591,26.0,13.0,13.0,0.5,0.044079392474531916,188489.0,188515.0,188533.23038945103,-9961.501266114608,7.4740318425345675,22.0,8.0,14.0,0.36363636363636365,-0.09938820789125992,188525.0,188547.0,188733.11230587904,11496.645767824022,31.764635330771913,83.0,46.0,37.0,0.5542168674698795,0.006851314125029649,188688.0,188770.0,118.0,69.0,88.0,223.0,311.0,49.0,966.0,965.0
191,0.990937118719698,189307.69864360054,3830.8817906982354,18.68507960633642,52.0,22.0,30.0,0.4230769230769231,0.010689351829159272,189286.0,189338.0,189415.59451917213,-4277.604632098906,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.17646436831386775,189405.0,189422.0,189447.54722636123,49895.65227266557,10.206715082817412,27.0,14.0,13.0,0.5185185185185185,0.04339550976110433,189434.0,189461.0,189478.34698731248,-9407.206435583186,6.539777862217747,20.0,7.0,13.0,0.35,-0.11159912308100664,189471.0,189491.0,189679.11230587904,10939.160024881472,31.764635330771913,81.0,44.0,37.0,0.5432098765432098,0.006104134076353032,189635.0,189716.0,119.0,67.0,86.0,225.0,311.0,52.0,947.0,946.0
192,,,,,,,,,,,189730.0,,,,,,,,,189886.0,190204.0,,,,,,,,,190217.0,190241.0,,,,,,,,,190251.0,190284.0,,,,,,,,,190432.0,190483.0,,,,,,,,
193,0.9908272899565825,191271.6137114205,4723.285058655612,17.750825626019594,55.0,21.0,34.0,0.38181818181818183,0.012263116420068438,191251.0,191306.0,191378.50959308015,-3685.953416651393,5.605523881900925,16.0,11.0,5.0,0.6875,-0.22032079940019939,191368.0,191384.0,191409.8841820971,50443.097887075506,10.217744090133104,26.0,13.0,13.0,0.5,0.0437005003920696,191397.0,191423.0,191440.45267717604,-8944.143283436575,7.4740318425345675,20.0,7.0,13.0,0.35,-0.11761606000053518,191433.0,191453.0,191643.942441519,10939.633295213818,33.63314329140555,90.0,51.0,39.0,0.5666666666666667,0.005736133782541625,191593.0,191683.0,117.0,62.0,85.0,230.0,315.0,55.0,1964.0,1962.0
194,0.9897799163302267,193609.5287792405,3981.864373959121,16.816571645702776,51.0,20.0,31.0,0.39215686274509803,0.012960339662889715,193590.0,193641.0,193716.26081731453,-3118.725246799766,6.539777862217745,18.0,11.0,7.0,0.6111111111111112,-0.16660144711337735,193705.0,193723.0,193749.42893101735,46456.87745411712,10.22896385981481,27.0,13.0,14.0,0.48148148148148145,0.04303792507493818,193736.0,193763.0,193780.28230000834,-10491.035757644528,6.539777862217747,20.0,7.0,13.0,0.35,-0.10045442152486958,193773.0,193793.0,193978.02737369903,10013.15431830447,32.69888931108873,81.0,43.0,38.0,0.5308641975308642,0.00684270359372956,193936.0,194016.0,115.0,64.0,88.0,223.0,311.0,51.0,2338.0,2340.0
195,0.9902684774946395,194396.5287792405,3554.5768043461967,16.816571645702776,49.0,20.0,29.0,0.40816326530612246,0.011594613623629532,194377.0,194426.0,194504.4054753219,-3967.43715233948,6.539777862217747,21.0,13.0,8.0,0.6190476190476191,-0.12332800724389055,194491.0,194512.0,194538.29508441355,48287.04453422042,10.157539182603033,26.0,13.0,13.0,0.5,0.04399538012108372,194525.0,194551.0,194568.9085391325,-10442.989821716088,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.09764659785369177,194561.0,194582.0,194768.02737369903,10196.89252897604,32.69888931108873,83.0,45.0,38.0,0.5421686746987951,0.005923298052099434,194724.0,194806.0,114.0,65.0,91.0,224.0,315.0,49.0,787.0,789.0
196,0.9892685043244928,196321.55615293953,4282.296348745289,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.012401369323929467,196289.0,196340.0,196413.43231935462,-4064.223160481305,5.605523881900925,16.0,10.0,6.0,0.625,-0.17305502571633127,196403.0,196419.0,196444.54538391373,47947.4160275875,9.950622174513768,25.0,13.0,12.0,0.52,0.04458611362200281,196432.0,196457.0,196475.5113138758,-9543.308158044676,6.539777862217747,22.0,8.0,14.0,0.36363636363636365,-0.09296066697740686,196468.0,196490.0,196675.77257715893,10057.865681743793,35.50165125203919,87.0,46.0,41.0,0.5287356321839081,0.005337469482064477,196630.0,196717.0,114.0,63.0,87.0,227.0,314.0,51.0,1928.0,1906.0
197,0.9924775327580494,197845.6137114205,3852.9311438661493,17.262241355541136,49.0,22.0,27.0,0.4489795918367347,0.008808533884948792,197825.0,197873.0,197949.50959308015,-3206.4100821898196,5.605523881900925,17.0,12.0,5.0,0.7058823529411765,-0.19676204943332493,197938.0,197955.0,197982.31595386175,48487.49404982594,10.255065193660927,26.0,13.0,13.0,0.5,0.0435138718824769,197969.0,197995.0,198012.695376701,-9954.814356012075,7.4740318425345675,20.0,8.0,12.0,0.4,-0.10256503588605344,198005.0,198025.0,198209.85750933897,10944.61108882679,34.56739727172237,85.0,45.0,40.0,0.5294117647058824,0.00565070543553177,198165.0,198250.0,113.0,65.0,87.0,225.0,312.0,48.0,1521.0,1538.0
198,0.712118397925492,198211.3013563999,3480.7529452252074,15.287792405185266,43.0,21.0,22.0,0.4883720930232558,0.018148158161630894,198190.0,198233.0,198753.89588165964,-13260.058830743124,12.145301744115178,498.0,484.0,14.0,0.9718875502008032,-0.028630729099408007,198271.0,198768.0,198789.5357196832,38864.032089147244,9.437601134136075,23.0,12.0,11.0,0.5217391304347826,0.05501737833453176,198778.0,198801.0,198820.9342539803,-19751.51124789776,10.276793783453874,99.0,12.0,87.0,0.12121212121212122,-0.04527964376036649,198809.0,198906.0,199022.49040691985,375.42353076623954,4.586337721555304,15.0,7.0,8.0,0.4666666666666667,0.17004727503931075,199015.0,199029.0,81.0,38.0,635.0,123.0,758.0,43.0,369.0,807.0
199,0.9924150021375374,199692.5287792405,4278.216945722005,16.816571645702776,54.0,20.0,34.0,0.37037037037037035,0.010816208925476195,199673.0,199727.0,199799.50959308015,-3732.759784736466,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.21162571968244898,199790.0,199805.0,199831.12572659113,50263.207478516844,10.230902256539292,26.0,13.0,13.0,0.5,0.043554582817195465,199818.0,199844.0,199861.39311745952,-8187.727907017999,7.4740318425345675,20.0,7.0,13.0,0.35,-0.12753081263374028,199854.0,199874.0,200060.77257715893,9926.827613783524,35.50165125203919,89.0,47.0,42.0,0.5280898876404494,0.00549564430076458,200014.0,200102.0,117.0,63.0,84.0,228.0,312.0,54.0,1478.0,1041.0
200,0.9864572178451798,200599.55615293953,4094.153938082423,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.012788301928278754,200567.0,200618.0,200694.4910591306,-3992.415469153128,5.605523881900925,16.0,10.0,6.0,0.625,-0.17724622700320483,200684.0,200700.0,200725.5800469875,48239.01758526531,10.06201187360911,25.0,13.0,12.0,0.52,0.04411176911484957,200713.0,200738.0,200756.09108759018,-9178.949734741083,6.539777862217747,20.0,7.0,13.0,0.35,-0.109745678993063,200749.0,200769.0,200955.942441519,11145.93571880011,33.63314329140552,88.0,49.0,39.0,0.5568181818181818,0.005521081443074151,200907.0,200995.0,117.0,66.0,85.0,226.0,311.0,51.0,910.0,895.0
201,0.9872300710912798,201427.55615293953,3991.989378837339,15.882317665385957,53.0,35.0,18.0,0.660377358490566,0.014563927533801459,201393.0,201446.0,201519.59452526018,-3150.8080742386605,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.18766293782798815,201509.0,201526.0,201552.64386056428,47690.09925798407,10.169617119064762,26.0,13.0,13.0,0.5,0.0436048297551726,201540.0,201566.0,201583.45292437795,-10169.942303276277,6.539777862217747,21.0,7.0,14.0,0.3333333333333333,-0.10352670916449044,201576.0,201597.0,201781.942441519,11006.949068857615,33.63314329140555,83.0,44.0,39.0,0.5301204819277109,0.006417650588904907,201738.0,201821.0,116.0,63.0,88.0,224.0,312.0,53.0,828.0,827.0
202,0.9907674407844836,202282.3862885795,4483.244757606281,17.750825626019594,51.0,30.0,21.0,0.5882352941176471,0.009258716407596512,202252.0,202303.0,202378.59452525954,-2899.4987109251656,6.53977786221774,17.0,11.0,6.0,0.6470588235294118,-0.19935776191689547,202368.0,202385.0,202411.80195997123,49513.52470177572,10.187511403054986,26.0,13.0,13.0,0.5,0.043590195716936876,202399.0,202425.0,202442.1791296414,-9342.57682086278,6.539777862217747,20.0,7.0,13.0,0.35,-0.11303092665727603,202435.0,202455.0,202640.942441519,10822.118472018283,33.63314329140555,85.0,46.0,39.0,0.5411764705882353,0.005569681084579701,202595.0,202680.0,116.0,65.0,87.0,225.0,312.0,51.0,855.0,859.0
203,0.9860185064331052,203158.64108511957,3193.47661612623,14.948063685069135,47.0,30.0,17.0,0.6382978723404256,0.013994816292953271,203129.0,203176.0,203253.75690380414,-3776.2526282162657,6.539777862217747,20.0,13.0,7.0,0.65,-0.13308000929141334,203241.0,203261.0,203287.7921662286,48546.64758853955,9.97763177272973,26.0,13.0,13.0,0.5,0.04454761282011428,203275.0,203301.0,203318.3260030711,-10344.653606735157,6.539777862217747,21.0,7.0,14.0,0.3333333333333333,-0.10241093472835863,203311.0,203332.0,203519.11230587904,10950.896014536847,31.764635330771913,83.0,46.0,37.0,0.5542168674698795,0.005934305551973166,203473.0,203556.0,112.0,65.0,91.0,224.0,315.0,47.0,876.0,876.0
204,,,,,,,,,,,203561.0,,,,,,,,,203605.0,204042.0,,,,,,,,,204054.0,204078.0,,,,,,,,,204087.0,204133.0,,,,,,,,,204271.0,204315.0,,,,,,,,
205,0.9888306791342246,204922.6137114205,4201.961370273334,17.750825626019594,52.0,21.0,31.0,0.40384615384615385,0.00966737787241358,204902.0,204954.0,205026.50959308,-3789.554999140011,5.605523881900925,16.0,11.0,5.0,0.6875,-0.2082831545517279,205016.0,205032.0,205057.78453781287,47531.79191476621,10.14772757748958,26.0,13.0,13.0,0.5,0.04355271774554271,205045.0,205071.0,205088.42067869462,-9013.404776081647,6.539777862217747,20.0,7.0,13.0,0.35,-0.11269758080666988,205081.0,205101.0,205287.942441519,10436.336532691637,33.63314329140555,88.0,49.0,39.0,0.5568181818181818,0.005529219762818427,205239.0,205327.0,114.0,62.0,85.0,226.0,311.0,52.0,1761.0,1770.0
206,0.9889045417199832,205729.4712207595,3939.0833129739563,16.81657164567173,50.0,30.0,20.0,0.6,0.01301001879245658,205699.0,205749.0,205823.49052345744,-3488.6115421347745,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.15768125301520158,205812.0,205830.0,205856.3303485469,47491.40836207997,10.222421987103319,26.0,13.0,13.0,0.5,0.043686480305294734,205843.0,205869.0,205887.22003050102,-10319.817375104827,7.4740318425345675,22.0,8.0,14.0,0.36363636363636365,-0.09828721684975629,205879.0,205901.0,206086.11230587904,10825.80568966771,31.764635330771913,83.0,46.0,37.0,0.5542168674698795,0.0062039527341203595,206040.0,206123.0,113.0,63.0,89.0,222.0,311.0,50.0,810.0,799.0
207,0.9901630056804941,206593.4712207595,4260.867410282379,16.816571645702776,50.0,30.0,20.0,0.6,0.010745975218411129,206563.0,206613.0,206689.1353813668,-2846.7731504001586,5.605523881900925,16.0,10.0,6.0,0.625,-0.20102674062393022,206679.0,206695.0,206721.8639943645,49246.6264000271,10.174412373253897,26.0,13.0,13.0,0.5,0.043537044150475525,206709.0,206735.0,206752.2966867157,-9387.641714653773,6.539777862217747,20.0,7.0,13.0,0.35,-0.11301866885770266,206745.0,206765.0,206952.02737369903,10364.264053287343,32.69888931108873,85.0,46.0,39.0,0.5411764705882353,0.005397451029816284,206906.0,206990.0,116.0,66.0,86.0,225.0,311.0,50.0,864.0,865.0
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0.9859768950396843,208557.69864360054,4439.559088795951,18.68507960633642,57.0,22.0,35.0,0.38596491228070173,0.010281737645175336,208536.0,208593.0,208665.50959308015,-3867.8492812915033,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.1954478153231365,208656.0,208671.0,208696.99050303324,48511.46161612297,10.008218883589176,26.0,13.0,13.0,0.5,0.04423826503469485,208684.0,208710.0,208727.37056819495,-8781.386234646829,6.539777862217747,20.0,7.0,13.0,0.35,-0.11621099094121976,208720.0,208740.0,208931.02737369903,11103.291746435845,32.69888931108873,91.0,53.0,38.0,0.5824175824175825,0.0053277626897228645,208878.0,208969.0,120.0,63.0,84.0,229.0,313.0,57.0,1961.0,1975.0
210,0.989413093479369,209432.3862885795,2890.0652966412645,14.630869967778718,45.0,24.0,21.0,0.5333333333333333,0.011357223064846649,209408.0,209453.0,209531.1195109694,-4766.450586455831,6.539777862217315,18.0,11.0,7.0,0.6111111111111112,-0.1442613083583347,209520.0,209538.0,209562.954361129,46984.85387814223,10.119300322683412,26.0,13.0,13.0,0.5,0.044235095227615824,209550.0,209576.0,209593.8563947105,-9811.53374609557,7.474031842534495,21.0,8.0,13.0,0.38095238095238093,-0.0960890106615545,209586.0,209607.0,209788.85750933897,10991.591486856147,34.567397264328825,84.0,44.0,40.0,0.5238095238095238,0.00532742431992847,209745.0,209829.0,112.0,67.0,87.0,222.0,309.0,45.0,878.0,866.0
211,0.9876199647122248,210253.4712207595,4290.685607605506,16.81657164570273,53.0,33.0,20.0,0.6226415094339622,0.010285477679334586,210220.0,210273.0,210347.5095930702,-2890.5975873605366,5.605523881900866,16.0,11.0,5.0,0.6875,-0.21509524015060663,210337.0,210353.0,210380.54351880786,49204.951984977466,10.298330601328043,27.0,14.0,13.0,0.5185185185185185,0.04311228558360789,210367.0,210394.0,210410.59830402504,-9094.719765116697,6.539777862217716,19.0,7.0,12.0,0.3684210526315789,-0.1149284372909481,210404.0,210423.0,210609.942441519,11916.821969457736,33.63314329140451,85.0,46.0,39.0,0.5411764705882353,0.006094418362676035,210564.0,210649.0,117.0,64.0,86.0,226.0,312.0,53.0,821.0,818.0
212,0.9918742533154639,211216.5287792405,4428.722645580824,16.816571645702776,53.0,20.0,33.0,0.37735849056603776,0.012316175501455846,211197.0,211250.0,211326.50959308015,-3700.0174926286963,5.605523881900925,16.0,11.0,5.0,0.6875,-0.2185156045709339,211316.0,211332.0,211358.14801234353,51541.84613716529,10.226959823686137,26.0,13.0,13.0,0.5,0.04311509575030934,211345.0,211371.0,211388.44273638353,-8457.72588636037,6.539777862217747,19.0,6.0,13.0,0.3157894736842105,-0.13010897977814273,211382.0,211401.0,211587.77257715893,10721.233540450456,35.50165125203919,88.0,47.0,41.0,0.5340909090909091,0.005094751996925364,211541.0,211629.0,119.0,66.0,85.0,228.0,313.0,53.0,960.0,978.0
213,0.9912328045773583,212145.35891488043,3694.54718660667,14.948063685069135,51.0,17.0,34.0,0.3333333333333333,0.01771339260602967,212128.0,212179.0,212253.50959308015,-2995.8831143588914,5.605523881900925,16.0,11.0,5.0,0.6875,-0.2054990778987248,212243.0,212259.0,212286.35084131535,49204.296028704215,10.204585824736608,26.0,13.0,13.0,0.5,0.043784892915569175,212273.0,212299.0,212316.61256728004,-9611.054277697101,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.10407864778529288,212309.0,212330.0,212514.77257715893,11173.315947467885,35.501651252038904,85.0,44.0,41.0,0.5176470588235295,0.0054555600808132146,212471.0,212556.0,115.0,64.0,87.0,226.0,313.0,51.0,929.0,928.0
214,0.761395125900541,212516.0465599656,4324.281647371113,17.58096126596202,48.0,23.0,25.0,0.4791666666666667,0.014277415672474437,212493.0,212541.0,213010.0657460197,-11307.43647188432,10.276793783484408,447.0,435.0,12.0,0.9731543624161074,-0.03598337244540646,212575.0,213022.0,213044.90386503926,39347.45295193272,9.439413647011161,23.0,12.0,11.0,0.5217391304347826,0.05249418596078641,213033.0,213056.0,213075.84932180025,-18474.788387650642,9.342539803164026,54.0,11.0,43.0,0.2037037037037037,-0.051545910925353836,213065.0,213118.0,213271.14839305825,2086.58032800214,12.99462354440683,34.0,16.0,18.0,0.47058823529411764,0.027867749640515287,213255.0,213289.0,82.0,34.0,543.0,171.0,714.0,48.0,374.0,758.0
215,0.9885374619047318,213960.55615293953,4818.708073154406,15.882317665385935,57.0,39.0,18.0,0.6842105263157895,0.014609215183080374,213922.0,213979.0,214048.50959308015,-3404.852680312124,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2220268136065334,214039.0,214054.0,214080.3264002964,49252.01719559745,10.267921149737811,26.0,13.0,13.0,0.5,0.042841094134653264,214067.0,214093.0,214110.72030173545,-8343.459338103461,6.539777862214654,19.0,7.0,12.0,0.3684210526315789,-0.11743523466584038,214104.0,214123.0,214312.85750933897,10902.118383633768,34.56739727170308,89.0,49.0,40.0,0.550561797752809,0.004940222925188923,214264.0,214353.0,117.0,60.0,84.0,230.0,314.0,57.0,1444.0,1036.0
216,0.9910169739211867,214789.55615293953,4103.787606465638,15.882317665358693,50.0,32.0,18.0,0.64,0.013713975144384785,214758.0,214808.0,214882.59452521845,-2755.892947306005,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.19796388553189143,214872.0,214889.0,214916.259493104,49104.69057176861,10.322516032040365,26.0,13.0,13.0,0.5,0.043280685246300035,214903.0,214929.0,214946.62318906994,-9407.394635459172,7.474031842439927,21.0,8.0,13.0,0.38095238095238093,-0.10602062936868177,214939.0,214960.0,215145.942441519,11274.891862981913,33.633143289108254,85.0,46.0,39.0,0.5411764705882353,0.005132998622541686,215100.0,215185.0,114.0,64.0,88.0,225.0,313.0,50.0,829.0,836.0
217,0.9882469164576886,215671.64108511957,3961.4337638121015,14.948063685069135,51.0,34.0,17.0,0.6666666666666666,0.014468162219864574,215638.0,215689.0,215765.00476700277,-3395.9170044695766,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.15958172445739127,215754.0,215772.0,215798.44905275517,49164.60969977271,10.176030844228128,26.0,13.0,13.0,0.5,0.04396380856648034,215786.0,215811.0,215828.96090182473,-9752.421948213336,7.474031842534566,21.0,8.0,13.0,0.38095238095238093,-0.10317480213997098,215821.0,215842.0,216028.942441519,10768.609052610898,33.63314329140555,87.0,48.0,39.0,0.5517241379310345,0.0052701078631456465,215981.0,216068.0,116.0,65.0,88.0,226.0,314.0,51.0,882.0,882.0
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0.9868822587686868,217513.30135639946,4969.041967884777,18.68507960633642,54.0,32.0,22.0,0.5925925925925926,0.010736836708630132,217481.0,217535.0,217604.50959308015,-3522.9211307295245,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2180647662762556,217595.0,217610.0,217635.75022981167,47618.27767507207,10.028659741884624,26.0,13.0,13.0,0.5,0.04414634772008302,217623.0,217649.0,217666.59452526018,-9406.60920143374,6.539777862217747,22.0,8.0,14.0,0.36363636363636365,-0.09598154075716299,217659.0,217681.0,217866.77257715893,9681.3360170987,35.50165125203919,88.0,47.0,41.0,0.5340909090909091,0.004844790864473708,217820.0,217908.0,114.0,60.0,86.0,227.0,313.0,54.0,1842.0,1837.0
220,0.9894305969705048,218376.30135639946,4331.004824256311,18.68507960633583,52.0,30.0,22.0,0.5769230769230769,0.008463232451670914,218346.0,218398.0,218472.50959308015,-3764.727604792702,5.605523881900925,16.0,11.0,5.0,0.6875,-0.20643195194603597,218462.0,218478.0,218504.08622240275,48507.77100360743,10.218115973002254,26.0,13.0,13.0,0.5,0.04308687291778925,218491.0,218517.0,218534.6492263195,-8798.111635361856,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.10978133127210264,218528.0,218547.0,218732.85750933897,10523.603257057965,34.56739727172237,88.0,48.0,40.0,0.5454545454545454,0.004864843662572739,218686.0,218773.0,116.0,64.0,85.0,226.0,311.0,52.0,863.0,868.0
