cycle,r_squared,p_center,p_height,p_width,p_fwhm,p_rise_time,p_decay_time,p_rise_decay_symmetry,p_sharpness,p_on,p_off,q_center,q_height,q_width,q_fwhm,q_rise_time,q_decay_time,q_rise_decay_symmetry,q_sharpness,q_on,q_off,r_center,r_height,r_width,r_fwhm,r_rise_time,r_decay_time,r_rise_decay_symmetry,r_sharpness,r_on,r_off,s_center,s_height,s_width,s_fwhm,s_rise_time,s_decay_time,s_rise_decay_symmetry,s_sharpness,s_on,s_off,t_center,t_height,t_width,t_fwhm,t_rise_time,t_decay_time,t_rise_decay_symmetry,t_sharpness,t_on,t_off,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval
529,0.9871121856773544,522844.7593183736,4829.841116804845,21.48784152862516,51.0,25.0,26.0,0.49019607843137253,0.008140478280791367,522820.0,522871.0,522947.5095930801,-2408.5893824665327,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2562977251950902,522938.0,522953.0,522980.293399863,49058.685112741936,10.280127317423938,26.0,13.0,13.0,0.5,0.04292456796386707,522967.0,522993.0,523010.40547473985,-8808.51400796537,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.12787169855533548,523004.0,523022.0,523210.02737369906,11699.425977198573,32.69888931108873,90.0,52.0,38.0,0.5777777777777777,0.005010979350050106,523158.0,523248.0,118.0,67.0,84.0,226.0,310.0,51.0,2401.0,2401.0
530,0.9893338678872341,523623.3862885795,4399.473338285698,17.750825626019594,49.0,28.0,21.0,0.5714285714285714,0.009657446339924113,523595.0,523644.0,523722.5095930801,-2718.9382177005905,5.605523881900925,16.0,11.0,5.0,0.6875,-0.232393336152633,523712.0,523728.0,523755.2713523422,49619.92526101538,10.231604159152832,26.0,13.0,13.0,0.5,0.04321176944315869,523742.0,523768.0,523785.40547473985,-8680.91056767184,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.12730263811840017,523779.0,523797.0,523987.11230587907,11140.882024306093,31.764635330771913,89.0,51.0,38.0,0.5730337078651685,0.005533975550166745,523936.0,524024.0,117.0,68.0,85.0,227.0,312.0,49.0,782.0,775.0
531,0.9875565466117361,524406.8493218002,1275.717624233118,8.70331737140751,34.0,11.0,23.0,0.3235294117647059,0.04617129226104625,524396.0,524430.0,524496.59452526,-2512.3356931459116,6.5397778622177425,16.0,10.0,6.0,0.625,-0.21125468808501452,524487.0,524503.0,524530.0384127456,48102.41851431516,10.219295580380194,26.0,13.0,13.0,0.5,0.04346195033763104,524517.0,524543.0,524559.7704767346,-8697.90666898715,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.1207311384505809,524553.0,524572.0,524758.857509339,10926.758565218035,34.56739727172237,90.0,50.0,40.0,0.5555555555555556,0.004857640754277721,524709.0,524799.0,91.0,57.0,85.0,227.0,312.0,34.0,781.0,774.0
532,0.9869746943805411,525295.4712207596,3865.770509995642,16.816571645702766,51.0,31.0,20.0,0.6078431372549019,0.010468236507071342,525264.0,525315.0,525394.2562162103,-4621.597663634068,6.539777862212011,18.0,11.0,7.0,0.6111111111111112,-0.14539341474762085,525383.0,525401.0,525426.0787038836,46966.61704654407,10.12568141225227,26.0,13.0,13.0,0.5,0.044254735417672,525413.0,525439.0,525456.7010040894,-9426.846067783199,7.474031842533973,21.0,8.0,13.0,0.38095238095238093,-0.09954120686452554,525449.0,525470.0,525658.1123058791,9736.138131688282,31.764635330771913,88.0,51.0,37.0,0.5795454545454546,0.005067329235887741,525607.0,525695.0,119.0,68.0,87.0,225.0,312.0,51.0,891.0,896.0
533,0.9917344156422907,527088.9534401406,4730.5056740091195,21.48784154728688,56.0,25.0,31.0,0.44642857142857145,0.00651086710404411,527064.0,527120.0,527195.50959308,-3277.813468305955,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2323545964972653,527186.0,527201.0,527227.4313453063,48961.926387691754,10.403278237226687,27.0,13.0,14.0,0.48148148148148145,0.04219856703904829,527214.0,527241.0,527257.6217535879,-7845.844305430812,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.12616649729768212,527251.0,527270.0,527459.857509339,9996.374932699582,34.56739727172237,90.0,50.0,40.0,0.5555555555555556,0.004416783062647907,527410.0,527500.0,122.0,66.0,84.0,230.0,314.0,56.0,1790.0,1802.0
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,0.9917505920163677,529030.5287792404,4065.22543809622,16.816571645702776,52.0,20.0,32.0,0.38461538461538464,0.012267725783196548,529011.0,529063.0,529138.4014195706,-4233.967301401592,5.6055238818987805,16.0,10.0,6.0,0.625,-0.17089897677665436,529128.0,529144.0,529169.7441678636,50089.977283258464,10.072045854917775,26.0,13.0,13.0,0.5,0.044098142588191225,529157.0,529183.0,529199.7239791412,-8073.350754308308,6.539777862216855,19.0,7.0,12.0,0.3684210526315789,-0.12300980258688922,529193.0,529212.0,529401.772577159,9753.769784649394,35.50165125203919,92.0,51.0,41.0,0.5543478260869565,0.004946469651281723,529351.0,529443.0,117.0,65.0,84.0,231.0,315.0,52.0,1942.0,1942.0
536,0.9885283338268047,530803.6137114204,3678.6438268108545,17.750825626002392,51.0,21.0,30.0,0.4117647058823529,0.010136113660191511,530783.0,530834.0,530907.0604969998,-4737.50893776847,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.14898790299913903,530896.0,530914.0,530938.5176024863,46192.76098254252,10.014064007546363,25.0,13.0,12.0,0.52,0.04495575819356524,530926.0,530951.0,530969.472825721,-9658.836976969525,7.474031842534565,22.0,8.0,14.0,0.36363636363636365,-0.09931814935482705,530961.0,530983.0,531171.1123058791,9196.201746197026,31.764635330771913,87.0,50.0,37.0,0.5747126436781609,0.005327709855238452,531121.0,531208.0,113.0,62.0,87.0,225.0,312.0,51.0,1773.0,1769.0
537,0.9897904996133978,532269.3589148803,3896.988695271039,14.948063685069135,51.0,17.0,34.0,0.3333333333333333,0.01604629738111731,532252.0,532303.0,532379.5095922421,-3009.274065533158,5.605523881900925,17.0,12.0,5.0,0.7058823529411765,-0.20470616778339726,532368.0,532385.0,532412.3278046717,47812.82827166656,10.255925532006163,26.0,13.0,13.0,0.5,0.04298391117111665,532399.0,532425.0,532442.6648087745,-9356.770915883655,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.10850730726400411,532436.0,532455.0,532640.9424415191,9920.849132289592,33.63314329140555,86.0,47.0,39.0,0.5465116279069767,0.005298132647987234,532595.0,532680.0,116.0,65.0,87.0,225.0,312.0,51.0,1466.0,1474.0
538,0.9897579751452434,533029.0191861602,2322.8340238609353,11.21104776380185,39.0,13.0,26.0,0.3333333333333333,0.031797570303503615,533016.0,533055.0,533138.0189488635,-3134.6574614931474,5.605523881900925,18.0,12.0,6.0,0.6666666666666666,-0.17207120689916724,533126.0,533144.0,533171.11908686,48386.7683909857,10.11756463853376,26.0,13.0,13.0,0.5,0.04372760142422831,533158.0,533184.0,533201.3302973284,-9483.16727299356,6.539777862217746,20.0,7.0,13.0,0.35,-0.11417075247731523,533194.0,533214.0,533401.0273736991,10050.603532515113,32.69888931108873,85.0,47.0,38.0,0.5529411764705883,0.005699734877244248,533354.0,533439.0,110.0,71.0,88.0,225.0,313.0,39.0,760.0,759.0
539,0.9886755686821225,533861.3862885796,5055.06682242183,17.750825625981005,55.0,34.0,21.0,0.6181818181818182,0.009377992335832513,533827.0,533882.0,533958.50959308,-2269.095265883292,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2681446212819193,533949.0,533964.0,533991.3794604341,49515.45266293375,10.260925114877141,26.0,13.0,13.0,0.5,0.043071230338151634,533978.0,534004.0,534021.4054747404,-8306.53781071666,6.539777862207495,18.0,6.0,12.0,0.3333333333333333,-0.133039381576975,534015.0,534033.0,534221.9424415191,10545.756891420122,33.63314329120274,91.0,52.0,39.0,0.5714285714285714,0.005254917499623285,534170.0,534261.0,122.0,67.0,84.0,228.0,312.0,55.0,835.0,820.0
540,0.8407590944047241,534223.0465598594,4962.848331022876,17.936830654903783,54.0,29.0,25.0,0.5370370370370371,0.01168818081519342,534194.0,534248.0,534705.0657460198,-9250.121761702247,10.27679378348503,432.0,420.0,12.0,0.9722222222222222,-0.042435267255539366,534285.0,534717.0,534740.1211027501,41352.608704699654,9.5725898197994,24.0,12.0,12.0,0.5,0.04978421180415128,534728.0,534752.0,534770.7643896202,-15475.597750482133,8.408285822851388,45.0,10.0,35.0,0.2222222222222222,-0.06157874139901716,534761.0,534805.0,534966.3862885796,2974.057354385736,14.523402784925127,42.0,21.0,21.0,0.5,0.019463672263345055,534946.0,534987.0,91.0,37.0,520.0,182.0,702.0,54.0,362.0,748.0
541,0.9896525319861387,535664.6410851197,4365.444932446062,14.948063685069135,52.0,35.0,17.0,0.6730769230769231,0.015413141638430706,535630.0,535682.0,535755.50959308,-3409.8247947251984,5.605523881899375,15.0,10.0,5.0,0.6666666666666666,-0.22928957517271872,535746.0,535761.0,535786.9345145532,48506.567821096476,10.232280578036962,26.0,13.0,13.0,0.5,0.043077250590546436,535774.0,535800.0,535817.4054747908,-7781.630950772113,6.539777862217737,18.0,6.0,12.0,0.3333333333333333,-0.12952334989169953,535811.0,535829.0,536015.687644979,9509.171118933926,36.435905232354635,94.0,52.0,42.0,0.5531914893617021,0.004750187238273382,535964.0,536058.0,116.0,64.0,83.0,229.0,312.0,52.0,1441.0,1047.0
542,,,,,,,,,,,536040.0,,,,,,,,,536072.0,536513.0,,,,,,,,,536524.0,536548.0,,,,,,,,,536557.0,536614.0,,,,,,,,,536751.0,536777.0,,,,,,,,
543,0.9922830993300117,537526.4712207596,4233.285222210508,16.81657164569979,50.0,30.0,20.0,0.6,0.011374368779613585,537496.0,537546.0,537619.59452526,-4160.443894207214,6.539777862217441,16.0,10.0,6.0,0.625,-0.17883451560990202,537610.0,537626.0,537651.6251248219,50467.41856288591,10.157397520448402,26.0,13.0,13.0,0.5,0.04377232942331971,537639.0,537665.0,537681.7495706637,-8069.7970342887065,6.539777862217739,19.0,7.0,12.0,0.3684210526315789,-0.12327745310390768,537675.0,537694.0,537884.857509339,9640.555275166345,34.56739727172237,91.0,51.0,40.0,0.5604395604395604,0.0043430562979496126,537834.0,537925.0,114.0,64.0,84.0,231.0,315.0,50.0,1862.0,1865.0
544,0.9858613345364601,538457.3862885796,4623.377780185935,17.750825626019594,52.0,31.0,21.0,0.5961538461538461,0.009645038189617526,538426.0,538478.0,538553.50959308,-3422.129942225924,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.22653474985739833,538544.0,538559.0,538585.1514915709,50489.66181027688,10.218323952095506,26.0,13.0,13.0,0.5,0.043110239081820455,538572.0,538598.0,538615.40547474,-7510.031893546014,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.13986637865283763,538609.0,538627.0,538817.0273736991,11050.142513193996,32.69888931108873,95.0,57.0,38.0,0.6,0.00433909007152252,538760.0,538855.0,118.0,66.0,83.0,228.0,311.0,52.0,931.0,933.0
545,0.990368536891419,539342.4712207596,4554.623126456899,16.816571645702776,53.0,33.0,20.0,0.6226415094339622,0.012175813404999694,539310.0,539362.0,539437.59452526,-4136.364745630409,6.539777862214858,16.0,10.0,6.0,0.625,-0.18578658310498256,539428.0,539444.0,539469.1905392968,48352.415496304966,10.206752485040756,26.0,13.0,13.0,0.5,0.043739779533097274,539456.0,539482.0,539499.8434480308,-8871.479368207027,7.474031842534468,21.0,8.0,13.0,0.38095238095238093,-0.10707151978422634,539492.0,539513.0,539698.857509339,10473.781678713216,34.56739727172237,88.0,48.0,40.0,0.5454545454545454,0.004896260819944463,539651.0,539739.0,118.0,66.0,85.0,226.0,311.0,52.0,885.0,884.0
546,0.9896803024837145,540178.6137114204,3823.5929968474898,17.750825626014215,48.0,21.0,27.0,0.4375,0.009363299060518986,540158.0,540206.0,540284.3720430505,-5291.581711103269,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.12532257656526602,540273.0,540291.0,540316.5888923522,48845.915182290155,9.971663982033814,25.0,13.0,12.0,0.52,0.04448736712846093,540304.0,540329.0,540347.5548305385,-9644.315345086874,6.539777862217747,21.0,8.0,13.0,0.38095238095238093,-0.0946308201280544,540340.0,540361.0,540545.9424415191,9632.76091953201,33.63314329140555,86.0,47.0,39.0,0.5465116279069767,0.004889167449569977,540499.0,540585.0,115.0,67.0,88.0,224.0,312.0,48.0,833.0,848.0
547,,,,,,,,,,,540625.0,,,,,,,,,541043.0,541067.0,,,,,,,,,541081.0,541106.0,,,,,,,,,541116.0,541137.0,,,,,,,,,541282.0,541354.0,,,,,,,,
548,0.9925741071928548,542009.3862885796,4595.259169299769,17.750825626019594,55.0,34.0,21.0,0.6181818181818182,0.010245228358717894,541975.0,542030.0,542102.50959308,-3571.68855235021,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.22303947073862698,542093.0,542108.0,542134.0372661451,50801.80912272039,10.166866469005173,26.0,13.0,13.0,0.5,0.04340240350638658,542121.0,542147.0,542164.40547474,-7837.453493762907,6.539777862217747,19.0,6.0,13.0,0.3157894736842105,-0.13251569967486626,542158.0,542177.0,542363.602712799,9556.200772021353,37.37015921267284,93.0,50.0,43.0,0.5376344086021505,0.004227444955114198,542314.0,542407.0,118.0,63.0,84.0,230.0,314.0,55.0,1834.0,1817.0
549,0.9878470116636808,542829.5561529397,3994.756292969444,15.882317665385957,50.0,32.0,18.0,0.64,0.014641383064024713,542798.0,542848.0,542924.5945241209,-4768.028601065267,6.539777862206753,17.0,11.0,6.0,0.6470588235294118,-0.1577930292189863,542914.0,542931.0,542956.2500518135,47755.215607483886,10.075609294609972,26.0,13.0,13.0,0.5,0.04437812392764564,542943.0,542969.0,542987.0652311879,-9438.430410651024,7.474031842532511,21.0,8.0,13.0,0.38095238095238093,-0.10153695851412378,542979.0,543000.0,543186.0273736991,10541.027439672862,32.69888931108873,86.0,48.0,38.0,0.5581395348837209,0.006356587791994329,543138.0,543224.0,116.0,66.0,86.0,224.0,310.0,50.0,820.0,822.0
550,0.9928373796459814,544360.3862885796,4562.842641391344,17.750825626019594,51.0,30.0,21.0,0.5882352941176471,0.009252348859290806,544330.0,544381.0,544457.50959308,-2929.3516014966895,5.605523881900925,16.0,11.0,5.0,0.6875,-0.21982579880454725,544447.0,544463.0,544490.2701223302,48230.050660328954,10.388491755661372,26.0,13.0,13.0,0.5,0.042908259490867025,544477.0,544503.0,544520.3442479596,-9265.378129613762,7.4740318425345675,20.0,7.0,13.0,0.35,-0.12018499396239875,544513.0,544532.0,544717.772577159,10017.885829556652,35.50165125203919,89.0,48.0,41.0,0.5393258426966292,0.004507175573755712,544670.0,544759.0,117.0,66.0,85.0,227.0,312.0,51.0,1531.0,1535.0
551,0.9886718460367773,545181.5561529397,4289.797292257867,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.01338664257073322,545149.0,545200.0,545277.594522648,-3045.3263261068905,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.1931594357061459,545267.0,545284.0,545310.7508457939,48957.70821785374,10.224362876595633,26.0,13.0,13.0,0.5,0.04349026663401759,545298.0,545324.0,545340.8576384413,-9137.784449982833,6.539777862217747,20.0,7.0,13.0,0.35,-0.11422663973044425,545334.0,545354.0,545542.1123058791,10266.645633241793,31.764635330771913,86.0,49.0,37.0,0.5697674418604651,0.005210069456963815,545494.0,545579.0,118.0,67.0,87.0,225.0,312.0,51.0,821.0,820.0
552,0.9921004576013123,546194.4438470603,3976.663706164433,15.882317665385957,52.0,18.0,34.0,0.34615384615384615,0.014461404475205367,546176.0,546228.0,546301.3505242656,-3985.2298046485453,5.605523881900244,16.0,10.0,6.0,0.625,-0.1834056335097807,546291.0,546307.0,546332.6821236224,50459.936562159906,10.131998914786188,26.0,13.0,13.0,0.5,0.04373700887891159,546320.0,546346.0,546362.9946081839,-8034.05397743102,6.5397778622174885,20.0,7.0,13.0,0.35,-0.12356391642956134,546356.0,546376.0,546562.857509339,9390.514267773173,34.567397271722285,88.0,48.0,40.0,0.5454545454545454,0.004550697776734636,546516.0,546603.0,115.0,63.0,85.0,227.0,312.0,52.0,1010.0,1022.0
553,0.9868406844184887,547133.4712207596,2402.224251128509,13.783705931553058,41.0,21.0,20.0,0.5121951219512195,0.016081215161387802,547112.0,547153.0,547228.8311342971,-5033.125536030989,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.14424851238333114,547218.0,547236.0,547260.6511219837,48620.84049583465,9.978108992278326,25.0,13.0,12.0,0.52,0.04448282880083108,547248.0,547273.0,547291.5945236434,-9172.252137143283,6.539777862217747,22.0,8.0,14.0,0.36363636363636365,-0.09652787265890587,547284.0,547306.0,547493.1123058791,9643.669003123065,31.764635330771913,87.0,50.0,37.0,0.5747126436781609,0.005381287540900652,547443.0,547530.0,106.0,65.0,88.0,224.0,312.0,41.0,942.0,928.0
554,0.9889450287328455,548031.3862885796,4279.830792554234,17.750825626019594,57.0,36.0,21.0,0.631578947368421,0.010201521929918557,547995.0,548052.0,548122.5095930664,-3333.7720562278214,5.605523881100857,14.0,9.0,5.0,0.6428571428571429,-0.2434819823605762,548114.0,548128.0,548153.5862320838,48458.59453988898,10.21506285739883,26.0,13.0,13.0,0.5,0.04335045426125024,548141.0,548167.0,548183.8644468107,-8491.399016981151,6.5397778621988785,19.0,7.0,12.0,0.3684210526315789,-0.11807221639690144,548177.0,548196.0,548381.687644979,10063.128309951508,36.435905232187636,92.0,50.0,42.0,0.5434782608695652,0.0052360433166672524,548332.0,548424.0,119.0,62.0,82.0,228.0,310.0,57.0,898.0,893.0
555,0.9910364078156367,548884.4712207596,3939.9762317652494,16.81657164557367,52.0,32.0,20.0,0.6153846153846154,0.010502734836628728,548852.0,548904.0,548979.5095930797,-4170.228337466511,5.605523881900925,16.0,11.0,5.0,0.6875,-0.18481196112328413,548969.0,548985.0,549011.3765882473,50268.57174599215,10.177739433552553,26.0,13.0,13.0,0.5,0.04321236396404458,548998.0,549024.0,549041.9712798911,-8562.26655793369,6.539777862205597,20.0,7.0,13.0,0.35,-0.11623171822176141,549035.0,549055.0,549240.9424415191,10103.212184524475,33.63314326686944,86.0,47.0,39.0,0.5465116279069767,0.005438314277011913,549194.0,549280.0,117.0,65.0,86.0,225.0,311.0,52.0,853.0,858.0
556,0.9894640547875919,549684.4438470603,3788.5588309634813,15.882317665385957,48.0,18.0,30.0,0.375,0.012612247850134182,549666.0,549714.0,549791.1397449996,-3539.817102117105,6.539777862217747,19.0,12.0,7.0,0.631578947368421,-0.14855891061196153,549779.0,549798.0,549824.5991994737,48999.16720810993,10.139443766788089,26.0,13.0,13.0,0.5,0.04395257175335925,549812.0,549838.0,549854.58351707,-9146.788194815937,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.11182165300372984,549848.0,549867.0,550053.9424415191,10646.12290686737,33.63314329140555,86.0,47.0,39.0,0.5465116279069767,0.005161651429744603,550007.0,550093.0,113.0,65.0,88.0,226.0,314.0,48.0,797.0,813.0
557,0.9857661690183989,550532.6410851197,4100.572422388604,14.948063685069135,52.0,35.0,17.0,0.6730769230769231,0.0144570902940469,550498.0,550550.0,550627.5095930768,-2718.419316883441,5.605523881900925,16.0,11.0,5.0,0.6875,-0.24517651744812655,550617.0,550633.0,550659.885485051,49245.99651534878,10.270040068971834,26.0,13.0,13.0,0.5,0.04323375112628879,550647.0,550673.0,550689.566833519,-8367.315553209213,6.539777862217747,18.0,7.0,11.0,0.3888888888888889,-0.1250838717936338,550683.0,550701.0,550891.1123058791,10853.963130199454,31.764635330771913,88.0,51.0,37.0,0.5795454545454546,0.005390179886123226,550840.0,550928.0,119.0,67.0,84.0,227.0,311.0,52.0,851.0,835.0
558,0.9878078076634275,551354.6410851197,3984.8716475202227,14.948063685069101,49.0,32.0,17.0,0.6530612244897959,0.01698675294707325,551323.0,551372.0,551449.59452526,-3014.503480428951,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.19868063148861978,551439.0,551456.0,551482.3820805361,46945.25365134884,10.276085110359185,26.0,13.0,13.0,0.5,0.043562525360299933,551469.0,551495.0,551512.5207980461,-9073.294467374386,7.474031842534542,20.0,8.0,12.0,0.4,-0.10678620364415663,551505.0,551525.0,551708.857509339,10467.453836644936,34.56739727172199,89.0,49.0,40.0,0.550561797752809,0.005967537783267826,551661.0,551749.0,116.0,67.0,86.0,224.0,310.0,49.0,822.0,823.0
559,0.99067807943935,552187.5561529397,3661.6196111837908,15.882317665385957,50.0,32.0,18.0,0.64,0.01392526510413309,552156.0,552206.0,552285.3688051979,-4657.178068161615,6.5397778622174485,18.0,11.0,7.0,0.6111111111111112,-0.15077072004777414,552274.0,552292.0,552317.1644137232,48985.62235325775,10.233424617048012,26.0,13.0,13.0,0.5,0.04355824957697271,552304.0,552330.0,552348.0219879418,-9124.851535168347,7.474031842534477,21.0,8.0,13.0,0.38095238095238093,-0.10615362610700947,552340.0,552361.0,552545.0273736991,9366.329576659782,32.69888931108838,83.0,45.0,38.0,0.5421686746987951,0.006085258621319454,552500.0,552583.0,118.0,68.0,87.0,222.0,309.0,50.0,833.0,834.0
560,0.9924031030901982,553184.4438470603,3636.001060902606,15.882317665385957,50.0,18.0,32.0,0.36,0.014610057919040551,553166.0,553216.0,553294.5945252586,-4354.149950566994,6.539777862217745,17.0,11.0,6.0,0.6470588235294118,-0.17281990169649591,553284.0,553301.0,553326.7301191139,51001.26090082344,10.218257793944801,26.0,13.0,13.0,0.5,0.04343552836638322,553314.0,553340.0,553356.7431463425,-7836.355118594401,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.12941682313562802,553350.0,553369.0,553555.857509339,9890.197257668427,34.56739727172237,87.0,47.0,40.0,0.5402298850574713,0.004157475155939059,553509.0,553596.0,118.0,68.0,85.0,227.0,312.0,50.0,994.0,1010.0
561,0.9921665169853587,554167.6137114204,2516.820928269337,14.777444333006965,44.0,21.0,23.0,0.4772727272727273,0.01060865915727417,554147.0,554191.0,554268.1380916652,-4782.253276450008,5.605523881900925,18.0,12.0,6.0,0.6666666666666666,-0.14986281743155777,554256.0,554274.0,554299.994257727,50658.077463605405,10.067735499587982,26.0,13.0,13.0,0.5,0.04423341420575613,554287.0,554313.0,554330.8017521204,-9053.741837066227,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.10373719101830542,554323.0,554344.0,554530.0273736991,9286.527197625996,32.69888931108873,82.0,44.0,38.0,0.5365853658536586,0.00609406401362204,554486.0,554568.0,109.0,65.0,88.0,224.0,312.0,44.0,983.0,973.0
562,0.9882689644818117,555126.5561529397,3153.842262660691,15.882317665385957,50.0,32.0,18.0,0.64,0.013530954829326895,555095.0,555145.0,555218.59452526,-4402.170626092921,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.1668486809662179,555208.0,555225.0,555250.5435193598,49058.58691206905,10.066540040957625,25.0,13.0,12.0,0.52,0.044114742618192024,555238.0,555263.0,555281.2583057004,-8838.594818506373,6.539777862217747,21.0,7.0,14.0,0.3333333333333333,-0.11141778709357397,555274.0,555295.0,555482.1123058791,10105.912006033139,31.764635330771913,85.0,47.0,38.0,0.5529411764705883,0.005605576111714252,555436.0,555519.0,113.0,63.0,87.0,224.0,311.0,50.0,962.0,951.0
563,0.9903281565958384,556092.3013563995,3609.288558694776,18.685079606308882,54.0,32.0,22.0,0.5925925925925926,0.008599800556508703,556060.0,556114.0,556185.5095930692,-4138.538320182656,5.605523881900507,16.0,11.0,5.0,0.6875,-0.19195657130146135,556175.0,556191.0,556217.1557750594,49777.438458013625,10.171662824766281,26.0,13.0,13.0,0.5,0.04326922071849731,556204.0,556230.0,556247.7022225134,-8182.500839191893,6.539777862217668,20.0,7.0,13.0,0.35,-0.11526642931706056,556241.0,556261.0,556447.857509339,10113.584997455948,34.567397271722356,88.0,48.0,40.0,0.5454545454545454,0.005051952366148433,556400.0,556488.0,115.0,61.0,86.0,227.0,313.0,54.0,966.0,966.0
564,0.9930395922936245,556983.6137114204,3622.8243249547836,17.750825625843767,50.0,21.0,29.0,0.42,0.00965538855084557,556963.0,557013.0,557090.0101207738,-4866.355342377487,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.1494223709636007,557079.0,557097.0,557121.9436899442,50211.269310690164,10.076308736720849,26.0,13.0,13.0,0.5,0.04407041914805396,557109.0,557135.0,557152.3146678979,-8957.410699299953,6.539777862217747,20.0,7.0,13.0,0.35,-0.11782648596676802,557145.0,557165.0,557351.9424415191,9796.231509959836,33.63314329140555,83.0,44.0,39.0,0.5301204819277109,0.005416086768675953,557308.0,557391.0,116.0,66.0,86.0,226.0,312.0,50.0,888.0,905.0
565,0.9843502278074576,557860.3862885796,4952.586545428992,17.750825625659104,56.0,35.0,21.0,0.625,0.010395105628750493,557826.0,557881.0,557954.50959308,-2348.195769991122,5.605523881900921,14.0,9.0,5.0,0.6428571428571429,-0.25551177948029613,557946.0,557960.0,557987.5029797244,49686.29768968868,10.228102512754685,26.0,14.0,12.0,0.5384615384615384,0.04348226268203842,557974.0,558000.0,558017.4054747421,-8262.72444222205,6.539777862148917,18.0,6.0,12.0,0.3333333333333333,-0.13479952714810758,558011.0,558029.0,558220.0273736992,11554.566666169861,32.69888930811292,92.0,54.0,38.0,0.5869565217391305,0.005331289611160674,558166.0,558258.0,120.0,65.0,83.0,229.0,312.0,55.0,880.0,866.0
566,0.98696825155599,558690.7260172997,2975.652747047619,14.013809704752314,45.0,29.0,16.0,0.6444444444444445,0.015491570968494392,558662.0,558707.0,558787.1128068,-5430.237942013027,6.53977786221774,19.0,12.0,7.0,0.631578947368421,-0.12393873502583017,558775.0,558794.0,558819.1904803893,47339.08816823033,9.952040315519874,26.0,13.0,13.0,0.5,0.04495220484370421,558806.0,558832.0,558850.1681830036,-9952.731772169049,7.474031842534567,22.0,8.0,14.0,0.36363636363636365,-0.09540972371820439,558842.0,558864.0,559049.0273736991,9931.386245324067,32.69888931108873,87.0,49.0,38.0,0.5632183908045977,0.005761809831406342,559000.0,559087.0,113.0,68.0,89.0,223.0,312.0,45.0,830.0,831.0
567,,,,,,,,,,,559112.0,,,,,,,,,559479.0,559502.0,,,,,,,,,559515.0,559541.0,,,,,,,,,559550.0,559571.0,,,,,,,,,559714.0,559787.0,,,,,,,,
568,0.9888432925186276,560323.5561529397,4014.948219470268,15.882317665385957,54.0,36.0,18.0,0.6666666666666666,0.013409577460091467,560288.0,560342.0,560415.5945252547,-4217.820477974081,6.539777862214626,17.0,11.0,6.0,0.6470588235294118,-0.17108915166668803,560405.0,560422.0,560447.7091973232,47603.51624693449,10.223296076709579,26.0,13.0,13.0,0.5,0.04330182970579463,560435.0,560461.0,560478.2386413949,-8860.951157105468,6.539777862217702,20.0,7.0,13.0,0.35,-0.11481788359127307,560471.0,560491.0,560676.772577159,9564.778642088395,35.50165125203919,90.0,49.0,41.0,0.5444444444444444,0.0047739820896642434,560628.0,560718.0,117.0,63.0,86.0,227.0,313.0,54.0,1633.0,1629.0
569,0.9882529902441015,561103.3862885796,4061.5879440670024,17.75082499238515,49.0,28.0,21.0,0.5714285714285714,0.011417876768657418,561075.0,561124.0,561202.3366997405,-3129.2776140228702,5.605523881900916,17.0,11.0,6.0,0.6470588235294118,-0.17422916225408394,561191.0,561208.0,561235.3217454872,48597.002349579445,10.225934086332446,26.0,13.0,13.0,0.5,0.04306997117860434,561222.0,561248.0,561265.7778923615,-9307.957881469749,6.539777862205722,20.0,7.0,13.0,0.35,-0.10814915875845665,561259.0,561279.0,561467.0273736991,10195.556377983987,32.69888931054491,88.0,50.0,38.0,0.5681818181818182,0.005528960459664317,561417.0,561505.0,116.0,67.0,88.0,226.0,314.0,49.0,780.0,788.0
