,cycle,p_center,p_height,p_width,q_center,q_height,q_width,r_center,r_height,r_width,s_center,s_height,s_width,t_center,t_height,t_width,r_squared,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval,fwhm_p,rise_time_p,decay_time_p,rise_decay_symmetry_p,sharpness_deriv_p,sharpness_diff_p,fwhm_q,rise_time_q,decay_time_q,rise_decay_symmetry_q,sharpness_deriv_q,fwhm_r,rise_time_r,decay_time_r,rise_decay_symmetry_r,sharpness_deriv_r,sharpness_diff_r,fwhm_s,rise_time_s,decay_time_s,rise_decay_symmetry_s,sharpness_deriv_s,fwhm_t,rise_time_t,decay_time_t,rise_decay_symmetry_t,sharpness_deriv_t,sharpness_diff_t,Average_Heart_Rate,SDNN,RMSSD,NN50,p_on,p_off,q_on,q_off,r_on,r_off,s_on,s_off,t_on,t_off
10,10,10968.415584439997,0.8208643134821372,0.2767828718160795,11147.606615858409,-1.147741382495259,0.23758626757617687,11185.209014180024,1.829178973809324,10.193348907674777,11222.147388729365,-0.3790636727396033,0.6120654705088128,11485.39728720115,0.6005803255543901,20.383723206912443,0.8134994849790834,180.0,178.0,76.0,267.0,343.0,2.0,835.0,998.0,2.0,1.0,1.0,0.5,0.16969203891741244,0.12195918084644561,2.0,1.0,1.0,0.5,0.23934090242632788,0.12391789087623625,24.0,11.0,13.0,0.4583333333333333,1.9756882047969506,0.12399237293219759,2.0,1.0,1.0,0.5,0.5682164218543275,0.12135208277936829,62.0,26.0,36.0,0.41935483870967744,,,,0.0,10967.0,10969.0,11147.0,11149.0,11174.0,11198.0,11221.0,11223.0,11467.0,11490.0
11,11,13067.424660900142,0.3907244146058827,1.5417062145453237,13124.70294305286,-0.5915611128506583,0.2093498452648067,13185.379893261043,1.815113195055075,11.055247042722074,13214.424660900142,-0.35144748793793273,2.5479654008640567,13491.606242985577,0.5310407313989791,40.76744641382167,0.8809154890468849,58.0,54.0,92.0,295.0,387.0,4.0,2099.0,2002.0,4.0,1.0,3.0,0.25,0.2944575095766442,0.11407232858555783,2.0,1.0,1.0,0.5,0.004004921186277835,0.11048674530668172,27.0,13.0,14.0,0.48148148148148145,1.8452460631798855,0.11144104921311218,3.0,1.0,2.0,0.3333333333333333,0.7573753140283899,0.1101051454387808,69.0,43.0,26.0,0.6231884057971014,,,,0.0,13066.0,13070.0,13124.0,13127.0,13173.0,13199.0,13213.0,13216.0,13469.0,13511.0
12,12,13859.998858059627,0.34083154018738804,0.5571897805830403,14121.424549594829,-2.3079974067308373,0.20751109302055223,14185.615528410746,1.7519350677955412,11.062562769670828,14213.036186325484,-0.44926921128275826,2.5479654008640567,14490.849321800286,0.6628888850013059,5.095930801728113,0.7296730581909935,261.0,259.0,95.0,281.0,376.0,2.0,793.0,998.0,2.0,1.0,1.0,0.5,0.34251029014150397,0.1116941527383061,2.0,1.0,1.0,0.5,0.13337337853221115,0.1116941527383061,27.0,14.0,13.0,0.5185185185185185,1.648424338586859,0.1116941527383061,3.0,1.0,2.0,0.3333333333333333,1.032091223591601,0.1116941527383061,32.0,27.0,5.0,0.84375,,,,0.0,13859.0,13861.0,14120.0,14122.0,14173.0,14199.0,14212.0,14215.0,14488.0,14496.0
13,13,15045.711218440907,0.2481886757180357,0.8911832768447397,15144.038187359525,-0.2630317882218428,0.7424880933187417,15185.751067927498,1.7497522368562972,10.718513952022153,15214.849321800286,-0.35903370826010156,5.095930801728113,15493.186272045452,0.6798735991228119,10.191861603456227,0.770279794827899,99.0,96.0,74.0,281.0,355.0,3.0,1186.0,999.0,3.0,2.0,1.0,0.6666666666666666,0.30962004441885405,0.11540675197427239,2.0,1.0,1.0,0.5,0.26666819483583587,0.11540675197427239,27.0,14.0,13.0,0.5185185185185185,1.6591461142748818,0.11540675197427239,5.0,3.0,2.0,0.6,0.7090546563182277,0.11540675197427239,70.0,39.0,31.0,0.5571428571428572,,,,0.0,15044.0,15047.0,15143.0,15145.0,15172.0,15199.0,15212.0,15217.0,15485.0,15498.0
14,14,16052.613626542712,1.0840045102083473,0.2257801699594909,16127.575925379375,-0.7505232529562231,0.296317000280959,16185.30280213526,1.8023653079187798,10.548242745174296,16219.575339099858,-0.326542875203467,2.547965400864035,16491.6513868903,0.5472235165764663,22.93168860777651,0.8536652548447707,75.0,73.0,94.0,285.0,379.0,2.0,1007.0,1004.0,2.0,1.0,1.0,0.5,0.242953538692942,0.11242583651708456,2.0,1.0,1.0,0.5,0.31375127511153666,0.11242583651708456,30.0,14.0,16.0,0.4666666666666667,1.5245660216748669,0.11242583651708456,4.0,3.0,1.0,0.75,0.43852433808277635,0.11242583651708456,38.0,10.0,28.0,0.2631578947368421,,,,0.0,16052.0,16054.0,16127.0,16129.0,16173.0,16198.0,16217.0,16221.0,16482.0,16506.0
15,15,17039.57540380391,0.6956196266124922,0.32695849562799717,17140.149779702075,-0.3543053435913446,0.8076879441493707,17186.080498060717,1.768944468992093,11.085491901903362,17217.50600124716,-0.3009227981468461,7.6438962025229,17504.30135639943,0.5926794473214995,10.191861603456227,0.7789492587547415,98.0,96.0,87.0,286.0,373.0,2.0,987.0,1001.0,2.0,1.0,1.0,0.5,0.3081960384064066,0.11219144726311536,4.0,2.0,2.0,0.5,0.42502364620154726,0.11262582923232924,27.0,14.0,13.0,0.5185185185185185,1.664920441430624,0.11268874828275337,9.0,3.0,6.0,0.3333333333333333,0.6363977967754664,0.11268874828275337,69.0,48.0,21.0,0.6956521739130435,,,,0.0,17039.0,17041.0,17137.0,17142.0,17173.0,17199.0,17215.0,17224.0,17486.0,17510.0
16,16,18073.78510054876,0.3806251889915713,-0.02483900124597682,18145.998533588365,-0.34502194957787163,0.6249554728237398,18185.497418597002,1.7593137734977744,10.112611554971075,18221.57536679421,-0.4131980236264753,2.5479052194272738,18470.424617409975,0.6097346423856447,2.5479653963834745,0.7105436710338989,72.0,70.0,78.0,259.0,337.0,2.0,1034.0,996.0,2.0,1.0,1.0,0.5,0.27542769997064276,0.11194287689215784,2.0,1.0,1.0,0.5,0.38799077255324815,0.11114833797837628,27.0,13.0,14.0,0.48148148148148145,1.9539049197190952,0.1114253888492517,11.0,10.0,1.0,0.9090909090909091,0.5942864080511151,0.11269716850898169,13.0,1.0,12.0,0.07692307692307693,,,,0.0,18073.0,18075.0,18145.0,18147.0,18172.0,18199.0,18212.0,18223.0,18469.0,18482.0
17,17,19097.670503209,0.668240806347998,0.2820237075823297,19145.160721046985,-0.29431819687546784,0.7406853394464071,19185.24028052745,1.7604178549539589,10.7618240441528,19215.424660900127,-0.34901572875523446,2.5479654008639967,19491.858322826487,0.5114387899812212,36.40551916715,0.8796888225122421,47.0,45.0,75.0,295.0,370.0,2.0,1024.0,1001.0,2.0,1.0,1.0,0.5,0.2446820802936943,0.11451051705705859,3.0,1.0,2.0,0.3333333333333333,0.18429192148239923,0.11490927532581822,27.0,13.0,14.0,0.48148148148148145,1.9102351897566554,0.11395491980301858,5.0,1.0,4.0,0.2,0.7287858120927618,0.11417230610474212,50.0,28.0,22.0,0.56,,,,0.0,19097.0,19099.0,19144.0,19147.0,19172.0,19199.0,19214.0,19219.0,19469.0,19514.0
18,18,19984.103220684156,0.42287859639053893,-0.09051730376571888,20152.956742590075,-0.3604942345316285,0.5075356353504918,20185.273926086513,1.7577065458340908,10.974014331713596,20216.150678199996,-0.3591173925066708,5.095930225093039,20487.5479652604,0.6218969248910885,15.287792402812698,0.8189592032023164,169.0,167.0,67.0,276.0,343.0,2.0,886.0,999.0,2.0,1.0,1.0,0.5,0.23667979855579876,0.11498440152763849,2.0,1.0,1.0,0.5,0.033884544480487944,0.115027092923906,24.0,12.0,12.0,0.5,1.9810556143221785,0.115027092923906,9.0,4.0,5.0,0.4444444444444444,0.7221255494548864,0.115027092923906,25.0,12.0,13.0,0.48,,,,0.0,19983.0,19985.0,20152.0,20154.0,20173.0,20197.0,20212.0,20219.0,20479.0,20495.0
19,19,21044.424660900142,0.2144577963124966,2.547887604748805,21127.575340469306,-0.961222917645156,0.2547367880281634,21185.381127914086,1.7519426299995202,10.933713218136942,21215.150678199716,-0.34654690343363054,5.095930801728113,21485.27398270043,0.6762573578027382,7.64389620259217,0.7636998984295498,84.0,82.0,91.0,289.0,380.0,2.0,1060.0,998.0,2.0,1.0,1.0,0.5,0.38045347768621685,0.11535745390103427,2.0,1.0,1.0,0.5,0.2589664998487886,0.11463243747014672,28.0,14.0,14.0,0.5,1.7194896015843308,0.11478891230988487,4.0,1.0,3.0,0.25,0.7194745238811467,0.11418324849831207,31.0,9.0,22.0,0.2903225806451613,,,,0.0,21043.0,21045.0,21127.0,21129.0,21171.0,21199.0,21214.0,21218.0,21481.0,21507.0
20,20,22039.42463579163,2.3203703675357197,0.21142812903741307,22086.975954392678,-0.24652317552787056,0.09358869671137499,22185.321538984674,1.8196915783910839,10.61758201030777,22215.575339099858,-0.3627527060998769,2.5479654008640567,22490.817051454982,0.6915206402118358,5.095930801728113,0.7355748266065413,48.0,46.0,131.0,285.0,416.0,2.0,995.0,1003.0,2.0,1.0,1.0,0.5,0.28114267249946645,0.11248045909426296,2.0,1.0,1.0,0.5,0.2898512841692368,0.1163764545605087,28.0,13.0,15.0,0.4642857142857143,1.857895259326279,0.11168154095964489,4.0,3.0,1.0,0.75,0.8069425231663134,0.1083345459424799,14.0,3.0,11.0,0.21428571428571427,,,,0.0,22038.0,22040.0,22086.0,22088.0,22172.0,22198.0,22213.0,22217.0,22488.0,22502.0
21,21,22889.71344584237,2.877007250990686,0.12338494112455839,23094.424660900142,-0.1999222039467636,2.5479654000059004,23185.71605897359,1.7670299525559954,10.06675859124311,23220.575339099858,-0.4188937137559224,2.5479654008640567,23492.563988190755,0.5165082827765048,20.383723206912453,0.8447442860682222,204.0,201.0,129.0,277.0,406.0,3.0,851.0,997.0,2.0,1.0,1.0,0.5,0.3022218678037337,0.10728343499952203,2.0,1.0,1.0,0.5,0.423765378253256,0.1124749282869284,25.0,13.0,12.0,0.52,1.6849668232123807,0.11100369857203347,2.0,1.0,1.0,0.5,0.6907230292825152,0.11448246663161592,58.0,30.0,28.0,0.5172413793103449,,,,0.0,22889.0,22892.0,23093.0,23095.0,23173.0,23198.0,23220.0,23222.0,23471.0,23499.0
22,22,24013.806697985765,1.8725898077029552,0.09747679902230386,24086.869424471908,-14.157897915070166,0.04599555711454512,24185.312690327875,1.7709779474862575,10.560516856436726,24222.575339099858,-0.32264588606402966,2.547965229208627,24498.30135639943,0.6336947571616727,10.191861603456227,0.7851090287842117,73.0,71.0,139.0,279.0,418.0,2.0,1124.0,1000.0,2.0,1.0,1.0,0.5,0.4420432970984375,0.11031173463060856,2.0,1.0,1.0,0.5,0.2591174197505394,0.12112553008943788,31.0,16.0,15.0,0.5161290322580645,1.44700365027159,0.11996819228828738,3.0,1.0,2.0,0.3333333333333333,0.48341614917709685,0.12397262173355872,14.0,8.0,6.0,0.5714285714285714,,,,0.0,24013.0,24015.0,24086.0,24088.0,24173.0,24199.0,24222.0,24225.0,24490.0,24504.0
23,23,25054.419542002208,0.928464643821893,0.28472241842308205,25132.935358003604,-0.2299063037594915,0.44887249751512714,25185.45767021218,1.771463990549114,11.395049984707056,25216.726026283814,-0.24697341482760987,6.460675552579894,25500.575339099858,0.7369284243974741,2.5479654008640567,0.7121622257856483,79.0,77.0,89.0,281.0,370.0,2.0,1040.0,1003.0,2.0,1.0,1.0,0.5,0.2260574723846202,0.11044307872280933,2.0,1.0,1.0,0.5,0.3400390306729211,0.11044307872280933,30.0,15.0,15.0,0.5,1.7481899424851546,0.11044307872280933,6.0,2.0,4.0,0.3333333333333333,0.7014902574302054,0.11044307872280933,6.0,5.0,1.0,0.8333333333333334,,,,0.0,25053.0,25055.0,25132.0,25134.0,25171.0,25199.0,25215.0,25221.0,25496.0,25502.0
24,24,26045.424660900142,1.4946730896265958,0.2306698636898536,26147.61562001265,-0.6555269195439116,0.31571162641553985,26185.385385716938,1.7753888788483867,10.353635749857563,26220.575339099858,-0.40599725419023697,2.5479654008640567,26465.87258069771,0.5669511945345324,2.5479654008640567,0.6894659321834177,103.0,101.0,77.0,243.0,320.0,2.0,991.0,1000.0,2.0,1.0,1.0,0.5,0.29859026273799516,0.12052223616853153,2.0,1.0,1.0,0.5,0.2094146734052168,0.11731266488601452,26.0,12.0,14.0,0.46153846153846156,1.7073954645223588,0.11434721611696246,4.0,1.0,3.0,0.25,0.5562073787964315,0.11663730339286534,3.0,2.0,1.0,0.6666666666666666,,,,0.0,26044.0,26046.0,26147.0,26149.0,26173.0,26197.0,26220.0,26224.0,26464.0,26467.0
25,25,27059.613765564576,0.7895843405776565,0.2752801654206705,27137.585754653173,-0.915284697067572,0.2544721369138547,27185.549279829054,1.7928694650923243,10.742949798806368,27217.575339099858,-0.29423099880207126,2.5479654008640544,27501.602712798853,0.6413477655015584,20.383723206912453,0.8278027221343952,78.0,76.0,83.0,293.0,376.0,2.0,1015.0,1001.0,2.0,1.0,1.0,0.5,0.1613535997797471,0.12071694715006827,2.0,1.0,1.0,0.5,0.2164043215074824,0.12018675967813773,25.0,12.0,13.0,0.48,1.8208709460699914,0.11904017004186558,3.0,1.0,2.0,0.3333333333333333,0.6194591954713036,0.11761064858326162,49.0,23.0,26.0,0.46938775510204084,,,,0.0,27059.0,27061.0,27137.0,27139.0,27174.0,27199.0,27217.0,27220.0,27496.0,27513.0
26,26,27855.206580486407,75.60650384109732,0.06144790926192021,28090.876366183445,-1.235806592857343,0.06396732699111683,28185.395983294693,1.7943373693609572,10.688529595683487,28215.878224411226,-0.3385964928430884,5.095930801564488,28511.027373698995,0.5815319519481649,17.8357578060484,0.7997558715262316,236.0,234.0,129.0,302.0,431.0,2.0,795.0,1001.0,2.0,1.0,1.0,0.5,0.27617020146513405,0.11028691292420774,2.0,1.0,1.0,0.5,0.1844345926906764,0.10884589966986,29.0,14.0,15.0,0.4827586206896552,1.734310157708735,0.107203680188579,5.0,2.0,3.0,0.4,0.6827075902988611,0.10790491928455193,27.0,15.0,12.0,0.5555555555555556,,,,0.0,27854.0,27856.0,28090.0,28092.0,28172.0,28198.0,28214.0,28219.0,28502.0,28521.0
27,27,29056.11201453213,0.34114144421782533,0.7355522622524326,29110.985597477862,-0.25620787994172955,0.49354993966427724,29185.1266580374,1.7692382077998854,10.681442069533698,29216.658635720512,-0.37342509877802077,2.5479654008640567,29487.981797432196,0.6284303570276676,20.383723206912453,0.8358166919459789,55.0,53.0,108.0,279.0,387.0,2.0,1201.0,996.0,2.0,1.0,1.0,0.5,0.3464189443589222,0.11423881860717099,2.0,1.0,1.0,0.5,0.19389095333991418,0.11423881860717099,27.0,13.0,14.0,0.48148148148148145,1.5952712735586636,0.11423881860717099,3.0,2.0,1.0,0.6666666666666666,0.6909982538074116,0.11423881860717099,38.0,26.0,12.0,0.6842105263157895,,,,0.0,29055.0,29057.0,29110.0,29112.0,29173.0,29197.0,29215.0,29218.0,29462.0,29497.0
28,28,30073.333732549523,0.4759502451243476,0.32203123792903576,30090.120698911982,-1.3028652701762449,-0.06595362283334479,30185.484780507784,1.7852355547072587,10.958028962658252,30217.150678199716,-0.3340053757938507,5.095930801727987,30492.548886308978,0.5063937436840684,34.41877523868613,0.8868062001172676,17.0,15.0,131.0,296.0,427.0,2.0,1017.0,1000.0,2.0,1.0,1.0,0.5,0.2613580739755482,0.11339633188367307,2.0,1.0,1.0,0.5,0.1550002744034552,0.11588597208209694,27.0,12.0,15.0,0.4444444444444444,1.813371954605201,0.11788536203745574,5.0,2.0,3.0,0.4,0.5170531211968584,0.11858157437524565,41.0,18.0,23.0,0.43902439024390244,,,,0.0,30072.0,30074.0,30089.0,30091.0,30173.0,30200.0,30215.0,30220.0,30475.0,30516.0
29,29,31047.27398270043,0.2083931110759595,1.9643155583012761,31131.78113923964,-0.3106194684445473,0.502217151009598,31185.50889632388,1.7429219469153183,10.402850399881654,31218.575339099858,-0.31109125965559364,2.5479654008640567,31494.424660900142,0.6432275083545307,2.5479654008640567,0.7097438255307231,88.0,81.0,89.0,281.0,370.0,7.0,973.0,1003.0,6.0,3.0,3.0,0.5,0.22372211237778497,0.10624221392669596,2.0,1.0,1.0,0.5,0.3525859697785778,0.10783355119519888,27.0,15.0,12.0,0.5555555555555556,1.4770469628999814,0.10768399899996696,3.0,2.0,1.0,0.6666666666666666,0.6672600322131238,0.10904618612030591,8.0,1.0,7.0,0.125,,,,0.0,31043.0,31050.0,31131.0,31133.0,31173.0,31198.0,31217.0,31220.0,31493.0,31501.0
30,30,31932.798697883485,1478.161348997548,-0.048405012158476396,32114.146469847783,-0.1899172211529011,2.5479654008640567,32185.801236752854,1.6833908707984522,10.768200037074466,32213.849321800284,-0.4495239572257715,5.095930801728113,32497.150678199716,0.5592419384726848,5.095930801728113,0.7399940743726043,181.0,179.0,110.0,277.0,387.0,2.0,887.0,999.0,2.0,1.0,1.0,0.5,0.24168740938143027,0.11210610628487407,2.0,1.0,1.0,0.5,0.17926467006798735,0.11133427281283088,25.0,13.0,12.0,0.52,1.7876556409274684,0.11133427281283088,13.0,4.0,9.0,0.3076923076923077,0.7144067811722441,0.11133427281283088,50.0,30.0,20.0,0.6,,,,0.0,31932.0,31934.0,32113.0,32115.0,32173.0,32198.0,32211.0,32223.0,32496.0,32500.0
31,31,33888.367263014574,11031.099232152492,0.07968434382423491,34085.382137870176,-1.9682746795910226,0.2065781624141699,34185.3393432594,1.7497152079469944,11.00277583366154,34215.8463939622,-0.2847080198124132,7.2421755517279385,34483.273982700426,0.6582012410877763,7.64389620259217,0.762139321640444,197.0,195.0,139.0,268.0,407.0,2.0,1955.0,1999.0,2.0,1.0,1.0,0.5,0.29532874125879216,0.11172459992934582,2.0,1.0,1.0,0.5,0.4119151532493243,0.1134227570132672,24.0,12.0,12.0,0.5,2.0708817736816263,0.1134227570132672,10.0,3.0,7.0,0.3,0.7162715285744226,0.1134227570132672,36.0,8.0,28.0,0.2222222222222222,,,,0.0,33887.0,33889.0,34084.0,34086.0,34173.0,34197.0,34213.0,34223.0,34479.0,34491.0
32,32,34860.41055469634,1.7257578665157634,0.23805084526261175,35114.861834423216,-0.6024222371596704,0.0021693815011022133,35185.105209645,1.7415269798898425,10.971773550232458,35216.96670909651,-0.49132193720787687,2.5479654008640567,35497.87669549929,0.6379896389717378,12.739827004320285,0.7884012311296734,255.0,253.0,104.0,287.0,391.0,2.0,972.0,998.0,2.0,1.0,1.0,0.5,0.4393681272007288,0.1134787328750252,2.0,1.0,1.0,0.5,0.1630707312741806,0.1134787328750252,29.0,14.0,15.0,0.4827586206896552,1.7176869485973945,0.1134787328750252,3.0,2.0,1.0,0.6666666666666666,0.9080316980517373,0.1134787328750252,86.0,54.0,32.0,0.627906976744186,,,,0.0,34859.0,34861.0,35114.0,35116.0,35172.0,35199.0,35215.0,35218.0,35492.0,35505.0
