,cycle,p_center,p_height,p_width,q_center,q_height,q_width,r_center,r_height,r_width,s_center,s_height,s_width,t_center,t_height,t_width,r_squared,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval,fwhm_p,rise_time_p,decay_time_p,rise_decay_symmetry_p,sharpness_deriv_p,sharpness_diff_p,fwhm_q,rise_time_q,decay_time_q,rise_decay_symmetry_q,sharpness_deriv_q,fwhm_r,rise_time_r,decay_time_r,rise_decay_symmetry_r,sharpness_deriv_r,sharpness_diff_r,fwhm_s,rise_time_s,decay_time_s,rise_decay_symmetry_s,sharpness_deriv_s,fwhm_t,rise_time_t,decay_time_t,rise_decay_symmetry_t,sharpness_deriv_t,sharpness_diff_t,Average_Heart_Rate,SDNN,RMSSD,NN50,p_on,p_off,q_on,q_off,r_on,r_off,s_on,s_off,t_on,t_off
14,14,15054.424660900142,0.13625874269609664,2.5479654008640567,15151.312186843441,-0.11411619129724931,5.0959308017281035,15185.506149721376,1.7230665654980706,11.081765900874256,15216.67513323466,-0.3407552259659888,5.095930801728113,15492.397788130018,0.4728288545512962,36.16233202451949,0.9572366457590394,96.0,90.0,75.0,303.0,378.0,6.0,1026.0,1003.0,6.0,1.0,5.0,0.16666666666666666,0.13571294078469853,0.05936129965019903,4.0,2.0,2.0,0.5,0.00852651680397247,0.059784218182656994,28.0,15.0,13.0,0.5357142857142857,1.5567836746851893,0.059758970056239355,10.0,3.0,7.0,0.3,0.6037076044597214,0.059228898901462705,81.0,44.0,37.0,0.5432098765432098,,,,0.0,15053.0,15059.0,15149.0,15153.0,15172.0,15198.0,15214.0,15224.0,15462.0,15527.0
15,15,16052.614125728951,0.1325789578482678,2.5479654008640154,16141.405989410636,-0.417554000158488,0.2866293023125314,16185.606166949832,1.743646880417039,10.96961250801983,16217.150678199714,-0.33093451216350217,5.095930801728113,16492.096393268544,0.48972553417237324,36.58389903160555,0.9587947001244944,88.0,86.0,80.0,308.0,388.0,2.0,999.0,998.0,2.0,1.0,1.0,0.5,0.11397102768448823,0.053123806622146205,2.0,1.0,1.0,0.5,0.11781658925905002,0.0569149451517336,27.0,14.0,13.0,0.5185185185185185,1.789757368957004,0.06128943535921434,11.0,2.0,9.0,0.18181818181818182,0.6039532451082616,0.062090426172498527,69.0,33.0,36.0,0.4782608695652174,,,,0.0,16052.0,16054.0,16140.0,16142.0,16172.0,16199.0,16215.0,16220.0,16459.0,16528.0
16,16,17047.424660900142,0.1623723873813999,2.5479654008640567,17146.218858059696,-0.1410692810462641,2.5479654008640567,17185.54542563701,1.748140087775131,10.942282546045114,17217.150678199716,-0.31756013806654043,5.095930801728113,17491.92203788468,0.5002614851901264,36.53863959107164,0.9570197311874925,98.0,95.0,76.0,308.0,384.0,3.0,994.0,999.0,3.0,1.0,2.0,0.3333333333333333,0.19367454934552325,0.05802257232325866,3.0,2.0,1.0,0.6666666666666666,0.15509965889275587,0.06991967075308606,28.0,14.0,14.0,0.5,1.762148403698167,0.0680510882637935,13.0,5.0,8.0,0.38461538461538464,0.5029356774546269,0.06887891482436703,73.0,37.0,36.0,0.5068493150684932,,,,0.0,17046.0,17049.0,17144.0,17147.0,17172.0,17199.0,17213.0,17220.0,17455.0,17528.0
17,17,18038.849646736966,0.203464554395619,0.5898364387108265,18140.10914894306,-0.15775208983523592,0.7057836514840928,18185.771733928774,1.78348177132231,10.973344255799303,18215.72601729957,-0.2963242705095732,6.600119906665564,18492.247749271333,0.4949357458451794,36.75295647840737,0.9553091791372839,101.0,99.0,81.0,299.0,380.0,2.0,992.0,1003.0,2.0,1.0,1.0,0.5,0.2115851404406446,0.06138666159234822,2.0,1.0,1.0,0.5,0.20821065371657388,0.06084390123786587,27.0,14.0,13.0,0.5185185185185185,1.7394667449305654,0.06115257250525378,11.0,4.0,7.0,0.36363636363636365,0.6427425752848197,0.06115257250525378,94.0,46.0,48.0,0.48936170212765956,,,,0.0,18038.0,18040.0,18139.0,18141.0,18172.0,18199.0,18212.0,18220.0,18465.0,18519.0
18,18,19055.150678199883,0.10675744877886786,5.095930801553561,19148.424660900142,-0.1299262719460643,2.547965400863815,19185.589667559223,1.7447065215763993,11.186684644609416,19215.912061402945,-0.3044680851117345,6.8656835508282565,19493.563522919554,0.504493205866985,34.67440989813019,0.9606602852893739,93.0,89.0,76.0,309.0,385.0,4.0,1017.0,998.0,4.0,1.0,3.0,0.25,0.060093449688811716,0.055588325152344305,3.0,1.0,2.0,0.3333333333333333,0.012881407449070043,0.055579633265709145,27.0,14.0,13.0,0.5185185185185185,1.7542216644507418,0.055966886013236926,13.0,5.0,8.0,0.38461538461538464,0.5556579450562177,0.05570469074205495,80.0,39.0,41.0,0.4875,,,,0.0,19054.0,19058.0,19147.0,19150.0,19172.0,19199.0,19211.0,19223.0,19469.0,19532.0
19,19,20048.849321800284,0.12731982645388767,5.095930801728108,20127.781834353584,-0.15395758655851455,0.7333601149272888,20185.870340081623,1.7392705024702502,11.241915088316091,20214.875770876195,-0.312951191459212,7.621943747702476,20491.81054347782,0.4847962835234147,36.503978904832785,0.9585906122148203,80.0,75.0,98.0,296.0,394.0,5.0,992.0,1000.0,5.0,3.0,2.0,0.6,0.15226473838218957,0.05705158623172394,3.0,2.0,1.0,0.6666666666666666,0.17117788337351536,0.05698233847375673,26.0,13.0,13.0,0.5,1.8165641210604677,0.057364170545647845,12.0,3.0,9.0,0.25,0.6613842956636143,0.057364170545647845,84.0,41.0,43.0,0.4880952380952381,,,,0.0,20046.0,20051.0,20126.0,20129.0,20173.0,20199.0,20212.0,20224.0,20460.0,20520.0
20,20,21066.57533910045,0.13221927306580097,2.5479654008640567,21086.0149927677,-0.17753918486376571,0.0922080423129544,21185.694200049427,1.725536110902364,11.18147355408012,21215.45203459914,-0.3373245859633282,6.4808642642598535,21492.176918989102,0.4717530510834994,35.36428126397703,0.9532512456506138,19.0,17.0,139.0,302.0,441.0,2.0,1019.0,1000.0,2.0,1.0,1.0,0.5,0.13053495259535447,0.06089519059204362,2.0,1.0,1.0,0.5,0.20436710847903042,0.06052457212438885,28.0,14.0,14.0,0.5,1.802699201188613,0.05931585258329854,13.0,4.0,9.0,0.3076923076923077,0.6996832833483341,0.05874135031666649,81.0,39.0,42.0,0.48148148148148145,,,,0.0,21066.0,21068.0,21085.0,21087.0,21172.0,21200.0,21211.0,21224.0,21463.0,21526.0
21,21,22071.826472802175,0.20420004562192598,0.624752095699329,22120.417512677337,-0.4645062514354117,0.272576735286078,22185.70367966617,1.7651259026430686,11.071651222521396,22216.45203459914,-0.28620042034471144,7.533250439629818,22501.2054255977,0.4801561769121715,36.726195387933345,0.9489523110240594,48.0,46.0,106.0,299.0,405.0,2.0,1005.0,999.0,2.0,1.0,1.0,0.5,0.2098654385560289,0.058305085356265426,2.0,1.0,1.0,0.5,0.1369081482602773,0.058305085356265426,28.0,15.0,13.0,0.5357142857142857,1.643199777802176,0.058305085356265426,17.0,6.0,11.0,0.35294117647058826,0.5322310215381748,0.058305085356265426,70.0,47.0,23.0,0.6714285714285714,,,,0.0,22071.0,22073.0,22119.0,22121.0,22172.0,22199.0,22212.0,22225.0,22456.0,22524.0
22,22,23055.59396955868,0.14760214250164452,5.095930801728113,23068.226789493598,-0.15981284860908437,0.5909244935266948,23185.59492063685,1.7743632028994323,10.8595739076187,23218.30135639943,-0.2539345436824109,6.35257567159866,23491.077983538296,0.5032446524315662,37.16239140460933,0.9619287457682468,14.0,8.0,157.0,299.0,456.0,6.0,983.0,1002.0,6.0,3.0,3.0,0.5,0.11131292321582113,0.05806674846392224,2.0,1.0,1.0,0.5,0.14515901448363883,0.05806674846392224,28.0,14.0,14.0,0.5,1.6988443827778237,0.05806674846392224,12.0,6.0,6.0,0.5,0.5783126601762202,0.05806674846392224,86.0,42.0,44.0,0.4883720930232558,,,,0.0,23053.0,23059.0,23067.0,23069.0,23173.0,23199.0,23212.0,23224.0,23456.0,23523.0
23,23,25055.575339099858,0.17232817391578678,2.547965400855358,25149.048201132755,-0.2569896745354786,-0.05698873100268248,25185.44751673284,1.7578350074082163,10.987815626455435,25219.72601729957,-0.22299804048753122,6.421378775661053,25492.359522146726,0.540124643906147,36.56382265189541,0.95669063852253,95.0,90.0,77.0,301.0,378.0,5.0,2001.0,2000.0,5.0,4.0,1.0,0.8,0.14800188443794848,0.05993785216813318,2.0,1.0,1.0,0.5,0.021275261260613812,0.059329886771544896,28.0,13.0,15.0,0.4642857142857143,1.736277132907878,0.05929795843658512,17.0,9.0,8.0,0.5294117647058824,0.36256516754980617,0.05906258529449159,71.0,38.0,33.0,0.5352112676056338,,,,0.0,25052.0,25057.0,25147.0,25150.0,25172.0,25199.0,25211.0,25224.0,25454.0,25525.0
24,24,26045.424660900142,0.17790039967106272,2.5479654008640567,26146.347458290416,-0.13412453525883697,2.5479654008640567,26185.50285864485,1.7815046665450844,11.08128775687796,26217.72601729957,-0.24812678712803557,7.343682729889331,26491.992366712904,0.509505682088282,37.36976994101249,0.9601438928418257,102.0,98.0,78.0,301.0,379.0,4.0,989.0,998.0,4.0,3.0,1.0,0.75,0.21892712038235837,0.06241412250748823,3.0,2.0,1.0,0.6666666666666666,0.1457185330756548,0.06444420682866847,27.0,14.0,13.0,0.5185185185185185,1.71189829248844,0.065233185946757,13.0,7.0,6.0,0.5384615384615384,0.4364131035870467,0.06480528844720183,88.0,40.0,48.0,0.45454545454545453,,,,0.0,26042.0,26046.0,26144.0,26147.0,26172.0,26198.0,26214.0,26222.0,26456.0,26523.0
25,25,27048.849321800284,0.11933132076461235,5.095930801711751,27115.08391353633,-0.1771863894037368,0.35785833397932826,27185.68007840307,1.7705748677252011,10.976416243886277,27216.150678199716,-0.30858755978698216,5.095930801617676,27492.252287918258,0.4851091765704261,37.90843903698098,0.9598712485124504,69.0,64.0,106.0,308.0,414.0,5.0,1003.0,1001.0,11.0,4.0,7.0,0.36363636363636365,0.0846030608883661,0.05397787936252723,2.0,1.0,1.0,0.5,0.20233417436807194,0.056818977000623855,28.0,14.0,14.0,0.5,1.699733641672009,0.05835196638387256,8.0,4.0,4.0,0.5,0.5546034475542099,0.058201226920960865,85.0,44.0,41.0,0.5176470588235295,,,,0.0,27045.0,27050.0,27114.0,27116.0,27172.0,27200.0,27215.0,27220.0,27461.0,27528.0
26,26,28040.300109558953,0.12648954250748257,2.5479654008640567,28099.621466169985,-0.4636642707111578,0.24064020797177868,28185.686082319244,1.7733653889666805,11.032712059054088,28216.30135639943,-0.3216542501364175,6.809052436758016,28491.624043060117,0.5061669761567374,36.91954254324142,0.9587245179381327,60.0,57.0,123.0,302.0,425.0,3.0,992.0,1001.0,3.0,1.0,2.0,0.3333333333333333,0.18804534305227077,0.06443281793335928,2.0,1.0,1.0,0.5,0.07903788876747188,0.06087508048711179,27.0,14.0,13.0,0.5185185185185185,1.7119864767131694,0.07871029483267232,14.0,5.0,9.0,0.35714285714285715,0.5661727277157923,0.06245271093748306,63.0,31.0,32.0,0.49206349206349204,,,,0.0,28039.0,28042.0,28099.0,28101.0,28172.0,28199.0,28211.0,28222.0,28461.0,28524.0
27,27,29044.424660899538,0.1511341979598024,2.5479617311056133,29104.300929476038,-0.3509371559637579,0.21943043741164653,29185.449588419167,1.775164340567735,10.87931567755425,29215.424650432273,-0.39076877114507536,2.5479654002867016,29491.010212039324,0.49810002502674144,37.2135673908383,0.9575719310352226,60.0,57.0,119.0,303.0,422.0,3.0,1004.0,998.0,3.0,1.0,2.0,0.3333333333333333,0.20769879792286886,0.058779238831006025,2.0,1.0,1.0,0.5,0.14621957231633828,0.058752719984164585,28.0,13.0,15.0,0.4642857142857143,1.7440596611478987,0.05908913217885612,8.0,1.0,7.0,0.125,0.6719030560944442,0.05899725685391557,101.0,51.0,50.0,0.504950495049505,,,,0.0,29043.0,29046.0,29103.0,29105.0,29172.0,29200.0,29214.0,29222.0,29463.0,29525.0
28,28,30048.365160055248,0.17769419669505515,2.5479654008640567,30133.575352882774,-0.9351292244396001,0.23254114911190926,30185.480646943826,1.7462877871357538,11.03876086458578,30216.418447664997,-0.30108967058822916,5.095930801728113,30493.03348117482,0.5108565267574963,36.72566842565557,0.9591832665766102,86.0,84.0,86.0,312.0,398.0,2.0,1004.0,1002.0,2.0,1.0,1.0,0.5,0.2194944610602416,0.061895937127918965,2.0,1.0,1.0,0.5,0.2121865239183892,0.06174542645406731,29.0,14.0,15.0,0.4827586206896552,1.7906394466916833,0.0612224349653608,12.0,5.0,7.0,0.4166666666666667,0.6339033215812564,0.06131592400267127,82.0,41.0,41.0,0.5,,,,0.0,30047.0,30049.0,30133.0,30135.0,30172.0,30198.0,30213.0,30219.0,30457.0,30531.0
29,29,32059.92400714188,0.1499388927634105,0.4296925700479612,32125.577173229933,-0.5159218404462343,0.26680242465396586,32185.592756122074,1.745297532604365,10.970303690079954,32216.671181732076,-0.33114990829376434,5.09576753076195,32489.219233335545,0.49628949778784187,35.50805727271126,0.9603261171968701,66.0,64.0,94.0,303.0,397.0,2.0,2012.0,1996.0,2.0,1.0,1.0,0.5,0.11475241189620043,0.05492795930134242,2.0,1.0,1.0,0.5,0.11053018396171937,0.05492795930134242,27.0,14.0,13.0,0.5185185185185185,1.7039877218374921,0.05492795930134242,5.0,3.0,2.0,0.6,0.6742510312933674,0.05492795930134242,78.0,38.0,40.0,0.48717948717948717,,,,0.0,32059.0,32061.0,32125.0,32127.0,32172.0,32199.0,32214.0,32219.0,32465.0,32522.0
30,30,33042.424660900135,0.157123599869259,2.54796537870043,33127.82875574874,-0.1469223718929601,0.5136353309707571,33185.5905542422,1.7492004718754477,10.823635435408168,33216.01276289541,-0.3239666385277784,5.636672160526545,33490.77526153245,0.4882064063209301,35.07094704694744,0.9553869256633273,86.0,80.0,95.0,303.0,398.0,6.0,982.0,1004.0,6.0,1.0,5.0,0.16666666666666666,0.23855608702611225,0.05801242848027658,2.0,1.0,1.0,0.5,0.1045511442979222,0.05764443030222956,27.0,14.0,13.0,0.5185185185185185,1.7148227184719262,0.058302702093919245,11.0,5.0,6.0,0.45454545454545453,0.6952717682273627,0.05898584427209411,87.0,45.0,42.0,0.5172413793103449,,,,0.0,33041.0,33047.0,33127.0,33129.0,33172.0,33198.0,33211.0,33222.0,33457.0,33525.0
31,31,34054.575339099865,0.16698776665332407,1.3391507037107895,34133.25272883037,-0.3259966403053698,0.23870388380046106,34185.793786328075,1.747120251514891,11.104293629980921,34215.08433436122,-0.30239921598901304,6.4942256686108735,34491.83547596065,0.4923142208591517,35.31578005106866,0.960562055027329,80.0,76.0,88.0,296.0,384.0,4.0,1013.0,998.0,4.0,3.0,1.0,0.75,0.19521205450009788,0.055139243945096145,2.0,1.0,1.0,0.5,0.2028253920918924,0.05504417911899495,28.0,14.0,14.0,0.5,1.6341088593285031,0.0545578371230645,11.0,3.0,8.0,0.2727272727272727,0.656424553008818,0.05465984803733047,74.0,37.0,37.0,0.5,,,,0.0,34052.0,34056.0,34132.0,34134.0,34172.0,34200.0,34212.0,34220.0,34462.0,34516.0
32,32,34811.15194808207,368.29344589967354,0.03829093851292611,35082.92256824404,-0.13898359728581533,0.5287303386155091,35185.57015476832,1.7331965057517507,10.852306224135328,35215.83741545833,-0.2897473505964052,6.452236086375709,35496.90406919828,0.5134470444366892,30.575584810368664,0.9480841023821317,272.0,270.0,141.0,291.0,432.0,2.0,756.0,999.0,2.0,1.0,1.0,0.5,0.16984556105156684,0.057377026578541754,2.0,1.0,1.0,0.5,0.19453815907046412,0.0570901013934671,26.0,14.0,12.0,0.5384615384615384,1.7213386495810332,0.0570901013934671,12.0,5.0,7.0,0.4166666666666667,0.6993435640470014,0.0570901013934671,84.0,49.0,35.0,0.5833333333333334,,,,0.0,34810.0,34812.0,35082.0,35084.0,35173.0,35198.0,35211.0,35223.0,35457.0,35514.0
